代码	公告日期	违规类型	处罚对象	关系	处分类型	处理人	处罚金额(万元)	相关法规	是否发债	证监会行业(2012)	东财行业
600313.SH	2011-02-22	未及时披露公司重大事项	苏南俊	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	农、林、牧、渔业	农产品加工
000582.SZ	2011-02-22	信息披露虚假或严重误导性陈述	韩立梅	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	交通运输、仓储和邮政业	港口
600313.SH	2011-02-22	未及时披露公司重大事项	孙宝成	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	农、林、牧、渔业	农产品加工
000582.SZ	2011-02-22	信息披露虚假或严重误导性陈述	王学利	公司高管	公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	交通运输、仓储和邮政业	港口
600313.SH	2011-02-22	未及时披露公司重大事项	徐昌年	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	农、林、牧、渔业	农产品加工
000582.SZ	2011-02-22	信息披露虚假或严重误导性陈述	徐文元	公司高管	公开处罚	中国证券监督管理委员会	15	《中华人民共和国证券法》	否	交通运输、仓储和邮政业	港口
000582.SZ	2011-02-22	信息披露虚假或严重误导性陈述	甘宏亮	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	交通运输、仓储和邮政业	港口
000582.SZ	2011-02-22	信息披露虚假或严重误导性陈述	谷燕铭	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	交通运输、仓储和邮政业	港口
000582.SZ	2011-02-22	信息披露虚假或严重误导性陈述	牛志伟	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	交通运输、仓储和邮政业	港口
600671.SH	2011-01-29	未及时披露公司重大事项	梅欣	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》,《中华人民共和国证券市场禁入规定》	否	制造业	中药生产
600671.SH	2011-01-29	未及时披露公司重大事项	高洪	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》,《中华人民共和国证券市场禁入规定》	否	制造业	中药生产
600671.SH	2011-01-29	未及时披露公司重大事项	黄建宝	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》,《中华人民共和国证券市场禁入规定》	否	制造业	中药生产
600671.SH	2011-01-29	未及时披露公司重大事项	梁满初	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》,《中华人民共和国证券市场禁入规定》	否	制造业	中药生产
600671.SH	2011-01-29	未及时披露公司重大事项	章鹏飞	公司高管	公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》,《中华人民共和国证券市场禁入规定》	否	制造业	中药生产
600671.SH	2011-01-29	未及时披露公司重大事项	杭州天目山药业股份有限公司	公司本身	公开处罚	中国证券监督管理委员会	40	《中华人民共和国证券法》,《中华人民共和国证券市场禁入规定》	否	制造业	中药生产
600671.SH	2011-01-29	未及时披露公司重大事项	吴青平	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》,《中华人民共和国证券市场禁入规定》	否	制造业	中药生产
600671.SH	2011-01-29	未及时披露公司重大事项	郑智强	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》,《中华人民共和国证券市场禁入规定》	否	制造业	中药生产
600671.SH	2011-01-29	未及时披露公司重大事项	郑涛	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》,《中华人民共和国证券市场禁入规定》	否	制造业	中药生产
601818.SH	2011-01-25	涉嫌违法	中国光大银行股份有限公司	公司本身	处罚决定	中国银行业监督管理委员会			是	金融业	股份制与城商行
002132.SZ	2011-01-20	未依法履行其他职责	谭士泓	公司高管	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《深圳证券交易所中小企业板上市公司规范运作指引》	是	制造业	金属制品
002132.SZ	2011-01-20	未依法履行其他职责	焦耀中	公司高管	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《深圳证券交易所中小企业板上市公司规范运作指引》	是	制造业	金属制品
002074.SZ	2011-01-13	未依法履行其他职责	南通投资管理有限公司	公司股东	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	其他输变电设备
600149.SH	2011-01-12	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	周喜旺	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	综合
600149.SH	2011-01-12	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	张浩	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	综合
600149.SH	2011-01-12	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	吕国英	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	综合
600149.SH	2011-01-12	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	靳电入	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	综合
600149.SH	2011-01-12	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	薛灵虎	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	综合
600149.SH	2011-01-12	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	华夏建通科技开发股份有限公司	公司本身	公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	综合	综合
600149.SH	2011-01-12	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	郑秋涛	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	综合
600149.SH	2011-01-12	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	孙利明	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	综合
600149.SH	2011-01-12	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	赵建鹏	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	综合
600149.SH	2011-01-12	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	尚智勇	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	综合
600149.SH	2011-01-12	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	方林	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	综合
002192.SZ	2011-01-12	未依法履行其他职责	郑国华	公司高管	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《深圳证券交易所中小企业板上市公司规范运作指引》	否	制造业	电池
600149.SH	2011-01-12	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	张志坚	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	综合
300262.SZ	2012-12-31	未及时披露公司重大事件	杨征	公司高管	公开处罚	中国证券监督管理委员会上海监管局	5	《公开发行证券的公司信息披露内容与格式准则第28 号—创业板公司招股说明书》,《首次公开发行股票并在创业板上市管理暂行办法》,《中华人民共和国证券法》	否	建筑业	环保
300262.SZ	2012-12-31	未及时披露公司重大事件	陈磊	公司高管	公开处罚	中国证券监督管理委员会上海监管局	5	《公开发行证券的公司信息披露内容与格式准则第28 号—创业板公司招股说明书》,《首次公开发行股票并在创业板上市管理暂行办法》,《中华人民共和国证券法》	否	建筑业	环保
000040.SZ	2012-12-31	涉嫌违反证券法律法规	周可添	公司高管	公开处罚	中国证券监督管理委员会	3	《证券法》	否	房地产业	房地产
300262.SZ	2012-12-31	未及时披露公司重大事件	王贤	公司高管	公开处罚	中国证券监督管理委员会上海监管局	8	《公开发行证券的公司信息披露内容与格式准则第28 号—创业板公司招股说明书》,《首次公开发行股票并在创业板上市管理暂行办法》,《中华人民共和国证券法》	否	建筑业	环保
000040.SZ	2012-12-31	涉嫌违反证券法律法规	宝安鸿基地产集团股份有限公司	公司本身	公开处罚	中国证券监督管理委员会	60	《证券法》	否	房地产业	房地产
000040.SZ	2012-12-31	涉嫌违反证券法律法规	陈凤娇	公司高管	公开处罚	中国证券监督管理委员会	3	《证券法》	否	房地产业	房地产
000040.SZ	2012-12-31	涉嫌违反证券法律法规	罗竣	公司高管	公开处罚	中国证券监督管理委员会	5	《证券法》	否	房地产业	房地产
300262.SZ	2012-12-31	未及时披露公司重大事件	顾群	公司高管	公开处罚	中国证券监督管理委员会上海监管局	5	《公开发行证券的公司信息披露内容与格式准则第28 号—创业板公司招股说明书》,《首次公开发行股票并在创业板上市管理暂行办法》,《中华人民共和国证券法》	否	建筑业	环保
300262.SZ	2012-12-31	未及时披露公司重大事件	丁兴江	公司高管	公开处罚	中国证券监督管理委员会上海监管局	5	《公开发行证券的公司信息披露内容与格式准则第28 号—创业板公司招股说明书》,《首次公开发行股票并在创业板上市管理暂行办法》,《中华人民共和国证券法》	否	建筑业	环保
300262.SZ	2012-12-31	未及时披露公司重大事件	张斌	公司高管	公开处罚	中国证券监督管理委员会上海监管局	5	《公开发行证券的公司信息披露内容与格式准则第28 号—创业板公司招股说明书》,《首次公开发行股票并在创业板上市管理暂行办法》,《中华人民共和国证券法》	否	建筑业	环保
000040.SZ	2012-12-31	涉嫌违反证券法律法规	任国强	公司高管	公开处罚	中国证券监督管理委员会	10	《证券法》	否	房地产业	房地产
300262.SZ	2012-12-31	未及时披露公司重大事件	上海巴安水务股份有限公司	公司本身	公开处罚	中国证券监督管理委员会上海监管局	30	《公开发行证券的公司信息披露内容与格式准则第28 号—创业板公司招股说明书》,《首次公开发行股票并在创业板上市管理暂行办法》,《中华人民共和国证券法》	否	建筑业	环保
000040.SZ	2012-12-31	涉嫌违反证券法律法规	高文清	公司高管	公开处罚	中国证券监督管理委员会	3	《证券法》	否	房地产业	房地产
300262.SZ	2012-12-31	未及时披露公司重大事件	王菁	公司高管	公开处罚	中国证券监督管理委员会上海监管局	5	《公开发行证券的公司信息披露内容与格式准则第28 号—创业板公司招股说明书》,《首次公开发行股票并在创业板上市管理暂行办法》,《中华人民共和国证券法》	否	建筑业	环保
000040.SZ	2012-12-31	涉嫌违反证券法律法规	何祥增	公司高管	公开处罚	中国证券监督管理委员会	3	《证券法》	否	房地产业	房地产
000040.SZ	2012-12-31	涉嫌违反证券法律法规	邱圣凯	公司高管	公开处罚	中国证券监督管理委员会	3	《证券法》	否	房地产业	房地产
000040.SZ	2012-12-31	涉嫌违反证券法律法规	罗伟光	公司高管	公开处罚	中国证券监督管理委员会	5	《证券法》	否	房地产业	房地产
000040.SZ	2012-12-31	涉嫌违反证券法律法规	庄伟鑫	公司高管	公开处罚	中国证券监督管理委员会	3	《证券法》	否	房地产业	房地产
300262.SZ	2012-12-31	未及时披露公司重大事件	邹国祥	公司高管	公开处罚	中国证券监督管理委员会上海监管局	5	《公开发行证券的公司信息披露内容与格式准则第28 号—创业板公司招股说明书》,《首次公开发行股票并在创业板上市管理暂行办法》,《中华人民共和国证券法》	否	建筑业	环保
300262.SZ	2012-12-31	未及时披露公司重大事件	张春霖	公司高管	公开处罚	中国证券监督管理委员会上海监管局	20	《公开发行证券的公司信息披露内容与格式准则第28 号—创业板公司招股说明书》,《首次公开发行股票并在创业板上市管理暂行办法》,《中华人民共和国证券法》	否	建筑业	环保
000040.SZ	2012-12-31	涉嫌违反证券法律法规	邱瑞亨	公司高管	公开处罚	中国证券监督管理委员会	30	《证券法》	否	房地产业	房地产
000040.SZ	2012-12-31	涉嫌违反证券法律法规	魏达志	公司高管	公开处罚	中国证券监督管理委员会	3	《证券法》	否	房地产业	房地产
000040.SZ	2012-12-31	涉嫌违反证券法律法规	颜金辉	公司高管	公开处罚	中国证券监督管理委员会	3	《证券法》	否	房地产业	房地产
000040.SZ	2012-12-31	涉嫌违反证券法律法规	余毓凡	公司高管	公开处罚	中国证券监督管理委员会	5	《证券法》	否	房地产业	房地产
000040.SZ	2012-12-31	涉嫌违反证券法律法规	吕改秋	公司高管	公开处罚	中国证券监督管理委员会	3	《证券法》	否	房地产业	房地产
300136.SZ	2012-12-26	涉嫌违反证券法律法规	杜敏	公司高管	公开处罚	中国证监会深圳证监局	3	《证劵法》	否	制造业	电子设备制造
000782.SZ	2012-12-22	未及时披露公司重大事件, 信息披露虚假或严重误导性陈述	梁广义	公司高管	公开处罚	中国证监会广东监管局	5	《证券法》	否	制造业	锦纶
000782.SZ	2012-12-22	未及时披露公司重大事件, 信息披露虚假或严重误导性陈述	广东新会美达锦纶股份有限公司	公司本身	公开处罚	中国证监会广东监管局	35	《证券法》	否	制造业	锦纶
000782.SZ	2012-12-22	未及时披露公司重大事件, 信息披露虚假或严重误导性陈述	胡振华	公司高管	公开处罚	中国证监会广东监管局	3	《证券法》	否	制造业	锦纶
000782.SZ	2012-12-22	未及时披露公司重大事件, 信息披露虚假或严重误导性陈述	梁仲义	公司高管	公开批评	中国证监会广东监管局		《证券法》	否	制造业	锦纶
000782.SZ	2012-12-22	未及时披露公司重大事件, 信息披露虚假或严重误导性陈述	郭敏	公司高管	公开处罚	中国证监会广东监管局	3	《证券法》	否	制造业	锦纶
000782.SZ	2012-12-22	未及时披露公司重大事件, 信息披露虚假或严重误导性陈述	梁少勋	公司高管	公开处罚	中国证监会广东监管局	5	《证券法》	否	制造业	锦纶
000782.SZ	2012-12-22	未及时披露公司重大事件, 信息披露虚假或严重误导性陈述	梁伟东	公司高管	公开处罚	中国证监会广东监管局	8	《证券法》	否	制造业	锦纶
600146.SH	2012-12-17	未及时披露公司重大事件	袁野	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	否	制造业	其他化学制品
600671.SH	2012-12-17	未及时披露公司重大事件	章鹏飞	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	否	制造业	中药生产
600671.SH	2012-12-17	未及时披露公司重大事件	杭州现代联合投资有限公司	公司股东	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	否	制造业	中药生产
600146.SH	2012-12-17	未及时披露公司重大事件	邓永祥	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	否	制造业	其他化学制品
600319.SH	2012-12-07	未依法履行其他职责	潍坊亚星集团有限公司	公司控股参股公司	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	否	制造业	其他化学制品
600319.SH	2012-12-07	未依法履行其他职责,未及时披露公司重大事件	崔焕义	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	否	制造业	其他化学制品
600319.SH	2012-12-07	未依法履行其他职责,未及时披露公司重大事件	杨雷	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	否	制造业	其他化学制品
600319.SH	2012-12-07	未依法履行其他职责,未及时披露公司重大事件	唐文军	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	否	制造业	其他化学制品
600319.SH	2012-12-07	未依法履行其他职责,未及时披露公司重大事件	郝玉江	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	否	制造业	其他化学制品
600319.SH	2012-12-07	未依法履行其他职责,未及时披露公司重大事件	王志峰	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	否	制造业	其他化学制品
600319.SH	2012-12-07	未依法履行其他职责,未及时披露公司重大事件	潍坊亚星化学股份有限公司	公司本身	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	否	制造业	其他化学制品
600319.SH	2012-12-07	未依法履行其他职责,未及时披露公司重大事件	曹希波	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	否	制造业	其他化学制品
600696.SH	2012-12-06	未及时披露公司重大事件, 涉嫌违反证券法律法规	李勇鸿	公司实际控制人	公开谴责	上海证券交易所上市公司监管一部		《上市公司收购管理办法》,《证券法》,《上海证券交易所股票上市规则》	否	房地产业	房地产
600354.SH	2012-12-05	涉嫌违反证券法律法规	敦煌种业先锋良种有限公司	公司控股参股公司	公开处罚	甘肃省农牧厅	132.25	《中华人民共和国种子法》	是	农、林、牧、渔业	种子
000048.SZ	2012-12-04	信息披露虚假或严重误导性陈述	深圳市康达尔(集团)股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《中华人民共和国证劵法》	否	制造业	饲料
600408.SH	2012-12-04	未依法履行其他职责	山西安泰集团股份有限公司电业分公司	公司其它关联方	公开处罚	山西省安全生产监督管理局	60	《生产安全事故报告和调查处理条例》	否	制造业	焦炭
600598.SH	2012-11-28	未及时披露公司重大事件	丁晓枫	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	是	农、林、牧、渔业	种植业
600250.SH	2012-11-28	信息披露虚假或严重误导性陈述	丁杰	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	是	批发和零售业	贸易
600598.SH	2012-11-28	未及时披露公司重大事件	黑龙江北大荒农业股份有限公司	公司本身	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	是	农、林、牧、渔业	种植业
600250.SH	2012-11-28	信息披露虚假或严重误导性陈述	单晓钟	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	是	批发和零售业	贸易
600250.SH	2012-11-28	信息披露虚假或严重误导性陈述	刘胜宁	公司高管	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	是	批发和零售业	贸易
600250.SH	2012-11-28	信息披露虚假或严重误导性陈述	南京纺织品进出口股份有限公司	公司本身	公开谴责	上海证券交易所		《上海证券交易所股票上市规则》	是	批发和零售业	贸易
000900.SZ	2012-11-27	未及时披露公司重大事件	现代投资股份有限公司	公司本身	公开批评	深圳证券交易所		《股票上市规则》	是	交通运输、仓储和邮政业	高速公路
000900.SZ	2012-11-27	未依法履行其他职责	宋伟杰	公司高管	公开批评	深圳证券交易所		《股票上市规则》	是	交通运输、仓储和邮政业	高速公路
000900.SZ	2012-11-27	未依法履行其他职责	刘玉新	公司高管	公开批评	深圳证券交易所		《股票上市规则》	是	交通运输、仓储和邮政业	高速公路
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	万福生科(湖南)农业开发股份有限公司	公司本身	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	严平贵	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	刘炎溪	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	张行	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	肖力	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	杨荣华	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	程云辉	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	李玉强	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	文会清	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	龚永福	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	张苏江	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	蒋建初	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	肖德祥	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	王湛淅	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	马海啸	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	单杨	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	杨满华	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	覃学军	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
300268.SZ	2012-11-23	信息披露虚假或严重误导性陈述	邹丽娟	公司高管	公开谴责	深圳证券交易所		《创业板股票上市规则（2012年修订）》	否	制造业	农产品加工
000819.SZ	2012-11-22	未及时披露公司重大事件	岳阳兴长石化股份有限公司	公司本身	公开致歉	中国证券监督管理委员会		《证券法》	否	制造业	石油加工
300227.SZ	2012-11-19	未依法履行其他职责	北京德信投资管理有限公司	公司股东	公开批评	深圳证券交易所		《证券法》,《创业板股票上市规则(2012年修订)》	否	制造业	电子设备制造
002506.SZ	2012-11-02	未及时披露公司重大事项	顾晨冬	公司高管	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《中小企业板上市公司规范运作指引》	是	制造业	太阳能
002506.SZ	2012-11-02	未及时披露公司重大事项	倪开禄	公司高管	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《中小企业板上市公司规范运作指引》	是	制造业	太阳能
002506.SZ	2012-11-02	未及时披露公司重大事项	朱栋	公司高管	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《中小企业板上市公司规范运作指引》	是	制造业	太阳能
002506.SZ	2012-11-02	未及时披露公司重大事项	上海超日太阳能科技股份有限公司	公司本身	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《中小企业板上市公司规范运作指引》	是	制造业	太阳能
000419.SZ	2012-10-31	未及时披露公司重大事件	李晞	公司高管	公开批评	深圳证券交易所		《股票上市规则（2008修订）》	否	批发和零售业	百货
000419.SZ	2012-10-31	未及时披露公司重大事件	曹光荣	公司高管	公开批评	深圳证券交易所		《股票上市规则（2008修订）》	否	批发和零售业	百货
000419.SZ	2012-10-31	未及时披露公司重大事件	鲁应时	公司高管	公开批评	深圳证券交易所		《股票上市规则（2008修订）》	否	批发和零售业	百货
000419.SZ	2012-10-31	未及时披露公司重大事件	郭虎清	公司高管	公开批评	深圳证券交易所		《股票上市规则（2008修订）》	否	批发和零售业	百货
000419.SZ	2012-10-31	未及时披露公司重大事件	长沙通程控股股份有限公司	公司本身	公开批评	深圳证券交易所		《股票上市规则（2008修订）》	否	批发和零售业	百货
000419.SZ	2012-10-31	未及时披露公司重大事件	潘定衢	公司高管	公开批评	深圳证券交易所		《股票上市规则（2008修订）》	否	批发和零售业	百货
000419.SZ	2012-10-31	未及时披露公司重大事件	周兆达	公司高管	公开批评	深圳证券交易所		《股票上市规则（2008修订）》	否	批发和零售业	百货
000419.SZ	2012-10-31	未及时披露公司重大事件	柳植	公司高管	公开批评	深圳证券交易所		《股票上市规则（2008修订）》	否	批发和零售业	百货
000419.SZ	2012-10-31	未及时披露公司重大事件	杨格艺	公司高管	公开批评	深圳证券交易所		《股票上市规则（2008修订）》	否	批发和零售业	百货
000419.SZ	2012-10-31	未及时披露公司重大事件	周拥泽	公司高管	公开批评	深圳证券交易所		《股票上市规则（2008修订）》	否	批发和零售业	百货
601318.SH	2012-10-18	涉嫌违法	中国平安人寿保险股份有限公司	公司控股参股公司	处罚决定	中国保险监督管理委员会			是	金融业	保险
002256.SZ	2012-10-17	未依法履行其他职责	李化春	公司高管	公开批评	深圳证券交易所	0	《关于规范上市公司与关联方资金往来及上市公司对外担保若干问题的通知》,《中小企业板上市公司规范运作指引》	否	制造业	涂料涂漆
002256.SZ	2012-10-17	未依法履行其他职责	陈永弟	公司高管	公开批评	深圳证券交易所	0	《关于规范上市公司与关联方资金往来及上市公司对外担保若干问题的通知》,《中小企业板上市公司规范运作指引》	否	制造业	涂料涂漆
002256.SZ	2012-10-17	未及时披露公司重大事项	深圳市彩虹精细化工股份有限公司	公司本身	公开批评	深圳证券交易所	0	《关于规范上市公司与关联方资金往来及上市公司对外担保若干问题的通知》,《中小企业板上市公司规范运作指引》	否	制造业	涂料涂漆
002256.SZ	2012-10-17	未依法履行其他职责	沈少玲	公司高管	公开批评	深圳证券交易所	0	《关于规范上市公司与关联方资金往来及上市公司对外担保若干问题的通知》,《中小企业板上市公司规范运作指引》	否	制造业	涂料涂漆
600185.SH	2012-10-16	未及时披露公司重大事件,涉嫌违反证券法律法规	徐韬	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600185.SH	2012-10-16	未及时披露公司重大事件,涉嫌违反证券法律法规	陈文	公司高管	公开批评	中国证券监督管理委员会		《中华人民共和国证券法》	是	房地产业	房地产
600185.SH	2012-10-16	未及时披露公司重大事件,涉嫌违反证券法律法规	荣海	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	房地产业	房地产
600185.SH	2012-10-16	未及时披露公司重大事件,涉嫌违反证券法律法规	雷波	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	房地产业	房地产
600185.SH	2012-10-16	未及时披露公司重大事件,涉嫌违反证券法律法规	韩钢	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
600185.SH	2012-10-16	未及时披露公司重大事件,涉嫌违反证券法律法规	刘克峰	公司高管	公开批评	中国证券监督管理委员会		《中华人民共和国证券法》	是	房地产业	房地产
600185.SH	2012-10-16	未及时披露公司重大事件,涉嫌违反证券法律法规	杨毅辉	公司高管	公开批评	中国证券监督管理委员会		《中华人民共和国证券法》	是	房地产业	房地产
600185.SH	2012-10-16	未及时披露公司重大事件,涉嫌违反证券法律法规	林作良	公司高管	公开批评	中国证券监督管理委员会		《中华人民共和国证券法》	是	房地产业	房地产
000541.SZ	2012-10-09	未及时披露公司重大事件, 未依法履行其他职责, 未按时披露定期报告	钟信才	公司高管	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《公开发行证券的公司信息披露内容与格式准则》	否	制造业	照明设备
000541.SZ	2012-10-09	未及时披露公司重大事件, 未按时披露定期报告	佛山电器照明股份有限公司	公司本身	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《公开发行证券的公司信息披露内容与格式准则》	否	制造业	照明设备
000669.SZ	2012-10-08	未及时披露公司重大事项	崔胜利	公司高管	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《关于做好上市公司2011年年度报告披露工作的通知》	是	电力、热力、燃气及水生产和供应业	燃气
000545.SZ	2012-10-08	未及时披露公司重大事件, 未按时披露定期报告	赵友永	公司高管	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《关于做好上市公司2011年年度报告披露工作的通知》	否	制造业	其他化学原料
000669.SZ	2012-10-08	未及时披露公司重大事项	李建新	公司高管	公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《关于做好上市公司2011年年度报告披露工作的通知》	是	电力、热力、燃气及水生产和供应业	燃气
