,Open,High,low,Close,AvgPrice,Turn,Volume,Amount,Tnum,mean_volume,std_volume,zscore_volume,signal
2010-08-12,5.0355,5.2152,5.0144,5.1095,5.1465,1.303,13947375.0,135824126.51,7868.0,14858219.66,5508557.26728,-0.165350856096,0
2010-08-13,5.0883,5.3895,5.0725,5.3842,5.2627,1.946,20839921.0,207648634.52,12017.0,14835533.62,5480919.5373,1.09550730295,0
2010-08-16,5.3948,5.622,5.3684,5.5163,5.5269,2.643,28298851.0,296094323.2,17111.0,15076185.4,5799897.4955,2.27981022255,1
2010-08-17,5.6009,5.6643,5.5005,5.5745,5.5692,2.141,22921553.0,241697163.17,11968.0,15170906.78,5889692.11101,1.31596797828,0
2010-08-18,5.5745,5.7964,5.4582,5.6801,5.6484,2.457,26303862.0,281178826.99,15574.0,15538422.3,6000792.53468,1.79400298174,0
2010-08-19,5.7118,5.7752,5.622,5.6484,5.6907,1.561,16716716.0,180112137.5,10921.0,15641583.84,5975261.29039,0.179930568347,0
2010-08-20,5.5903,5.8862,5.5639,5.7171,5.7383,2.996,32075823.0,348439635.27,18132.0,16098460.78,6337526.62776,2.52107220347,1
2010-08-23,5.7805,5.9443,5.7224,5.8915,5.8387,2.795,29924624.0,330738078.38,16368.0,16237048.24,6563169.80094,2.08551297241,1
2010-08-24,5.9021,5.9972,5.77,5.9232,5.8968,2.513,26906683.0,300385801.92,15708.0,16523741.72,6711220.62208,1.54710176653,0
2010-08-25,5.8704,5.9021,5.6273,5.6273,5.7383,2.122,22717647.0,246813770.71,16622.0,16684079.88,6762349.75629,0.892229378462,0
2010-08-26,5.622,5.6907,5.548,5.6114,5.622,1.402,15010951.0,159656205.29,10380.0,16846611.6,6618131.33749,-0.277368415099,0
2010-08-27,5.6167,5.6856,5.5161,5.622,5.6061,1.0,10703255.0,113288462.79,7485.0,16779348.16,6663897.0075,-0.911792777284,0
2010-08-30,5.6591,5.9347,5.6591,5.9241,5.8499,2.426,25973801.0,286691304.76,14064.0,16966520.38,6789439.55808,1.32666040296,0
2010-08-31,5.9082,6.0195,5.8287,5.9347,5.9135,1.799,19261068.0,214862663.38,12367.0,17057520.02,6789084.73279,0.324572172351,0
2010-09-01,5.9347,6.0671,5.6167,5.7598,5.8234,2.762,29572179.0,324954703.01,17694.0,17438115.8,6947939.08184,1.74642625059,0
2010-09-02,5.7598,5.7598,5.7598,5.7598,,0.0,0.0,0.0,0.0,17277792.3,7255467.67751,-2.38134784248,-1
2010-09-03,5.8711,6.3374,5.8446,6.3374,6.2473,8.276,88613374.0,1044500252.35,38082.0,18885524.48,12336318.3183,5.65224143223,1
2010-09-06,6.491,6.491,6.1148,6.1996,6.2844,7.519,80564902.0,955340752.57,29274.0,20339455.76,15006341.6104,4.01333301637,1
2010-09-07,6.1784,6.7507,6.1572,6.6235,6.4805,5.734,61444549.0,751584859.43,31699.0,21313996.46,16047361.2512,2.50075709719,1
2010-09-08,6.5705,6.756,6.4646,6.6076,6.6182,3.629,38889117.0,485788741.41,20924.0,22091778.8,15935279.4982,1.05409749492,0
2010-09-09,6.5599,6.952,6.5387,6.7189,6.7666,4.83,51750685.0,660730175.05,27651.0,22847276.5,16430413.7278,1.75914063875,0
2010-09-10,6.7189,6.9414,6.5864,6.6129,6.7401,3.534,37865411.0,481666625.96,21673.0,23220122.74,16557522.0303,0.884509664744,0
2010-09-13,6.7825,6.915,6.6235,6.7719,6.7507,2.281,24438829.0,311296328.78,12846.0,23500882.7,16454411.3246,0.0570027259863,0
2010-09-14,6.8779,6.9944,6.7825,6.8567,6.8938,3.479,37277524.0,484850819.09,19625.0,23974368.96,16504333.0293,0.806040148147,0
2010-09-15,6.9361,6.9361,6.3109,6.4328,6.5758,3.524,37755873.0,468512837.65,24436.0,24437407.84,16560748.952,0.804218770456,0
2010-09-16,6.4116,6.491,6.0142,6.2102,6.2049,2.648,28374595.0,332139918.63,16120.0,24753029.96,16480603.3485,0.219747115043,0
2010-09-17,6.2791,6.3162,6.0618,6.1996,6.189,1.299,13921472.0,162603324.85,9768.0,24498027.26,16548811.1916,-0.639112691391,0
2010-09-20,6.2314,6.242,5.9665,6.0195,6.0883,1.258,13480384.0,154924425.75,8719.0,24346005.22,16615615.1137,-0.653940353435,0
2010-09-21,6.0618,6.1201,5.993,6.0618,6.0565,0.713,7636728.0,87278340.87,5674.0,24145176.62,16757927.0107,-0.985112813147,0
2010-09-27,6.1095,6.4063,6.0936,6.3586,6.2791,1.669,17887460.0,211886276.41,10506.0,24200245.46,16732215.1551,-0.377283306573,0
2010-09-28,6.3533,6.5122,6.1996,6.2155,6.2685,1.286,13776570.0,163014676.32,8287.0,24235729.24,16707682.6601,-0.626008971609,0
2010-09-29,6.2155,6.2155,6.2155,6.2155,,0.0,0.0,0.0,0.0,24057711.96,16920470.8201,-1.42181102499,0
2010-09-30,6.1466,6.3904,6.0301,6.3321,6.2473,1.92,20573370.0,242598645.03,9672.0,24230139.36,16838318.8617,-0.217169504274,0
2010-10-08,6.3533,6.544,6.2473,6.4275,6.4222,2.21,23678405.0,286918462.73,14242.0,24364398.86,16805943.5856,-0.0408185268804,0
2010-10-11,6.4222,6.6129,6.348,6.5069,6.454,2.869,30746873.0,374622831.39,18137.0,24537692.2,16826590.5293,0.369010037369,0
2010-10-12,6.4593,6.5228,6.2261,6.2367,6.3321,3.507,37575015.0,449109237.32,24491.0,24878090.64,16916294.7815,0.750573605152,0
2010-10-13,6.2208,6.5122,6.1943,6.3904,6.3798,2.715,29087149.0,350326187.57,18237.0,25175351.84,16855738.8265,0.232075093253,0
2010-10-14,6.401,6.4328,5.8287,5.9347,6.0883,4.304,46119023.0,530093602.77,29174.0,25835104.7,17019494.8546,1.19180495504,0
2010-10-15,5.8817,6.1148,5.8022,5.9771,5.9347,3.74,40075840.0,448925883.48,23779.0,26339736.58,17060973.4574,0.805118386376,0
2010-10-18,5.94,5.9506,5.6962,5.8022,5.7969,3.042,32590777.0,356626108.49,17424.0,26324454.52,17054902.666,0.367420594695,0
2010-10-19,5.7757,6.1148,5.7439,6.1148,5.993,2.766,29641628.0,335138594.35,18427.0,26567093.16,17013185.4862,0.180714825127,0
2010-10-20,5.9188,6.401,5.8817,6.3162,6.2579,3.913,41933104.0,495128017.61,23625.0,27160164.0,17021816.5117,0.867882695709,0
2010-10-21,6.3109,6.4381,6.242,6.3851,6.3533,3.113,33353863.0,399841370.13,18029.0,27554581.28,16930210.3458,0.342540441114,0
2010-10-22,6.3957,6.8832,6.3957,6.6659,6.6394,4.622,49527130.0,620498814.74,29058.0,28175571.62,17158379.3948,1.24438082926,0
2010-10-25,6.703,6.8249,6.5599,6.6977,6.65,3.794,40650643.0,510030945.17,17650.0,28698955.38,17131240.8483,0.697654520522,0
2010-10-26,6.7507,7.27,6.7295,7.1269,6.9891,6.175,66167755.0,872531566.11,35766.0,29782088.5,17755285.9412,2.04928642774,1
2010-10-27,7.111,7.1534,6.8885,6.8885,7.0156,3.314,35508587.0,470125353.02,17344.0,30162821.54,17667936.7611,0.302568745422,0
2010-10-28,6.8885,7.1428,6.7295,6.8196,6.9203,2.749,29452386.0,384506400.13,15933.0,30410553.26,17567100.3238,-0.0545432793313,0
2010-10-29,6.862,7.1905,6.8196,7.0315,7.0156,2.85,30533948.0,404318361.52,15369.0,30655211.94,17479976.3386,-0.00693730572918,0
2010-11-01,7.0474,7.7363,7.0474,7.7363,7.5349,6.067,65008062.0,924340740.8,30906.0,31541506.8,18077797.9371,1.85125175734,0
2010-11-02,7.8952,8.4304,7.8264,8.1284,8.1231,8.39,89900679.0,1378282344.34,36802.0,33060572.88,19688592.757,2.88695626049,1
2010-11-03,8.086,8.441,7.8422,7.8634,8.1549,3.881,41583782.0,640076739.13,22514.0,33475450.1,19644331.4557,0.412756825972,0
2010-11-04,7.8952,8.6477,7.874,8.4092,8.3668,5.839,62560294.0,987617091.18,31341.0,34160678.96,20053368.6903,1.41620171047,0
2010-11-05,8.4516,9.0663,8.2662,8.8225,8.7642,5.111,54760571.0,905484385.19,26509.0,34797459.32,20194212.8172,0.988556071023,0
2010-11-08,8.9444,9.2729,8.7271,8.902,8.9762,4.359,46706463.0,791016337.99,25328.0,35205511.34,20225193.0112,0.568644840799,0
2010-11-09,8.902,9.1405,8.796,9.0398,8.9815,3.321,35585259.0,602996149.54,18480.0,35582882.2,20048436.9596,0.00011855288294,0
2010-11-10,9.0027,9.4955,8.902,9.2411,9.2517,2.859,30633054.0,534767720.02,17786.0,35554026.82,20054624.9462,-0.245378451764,0
2010-11-11,9.2199,9.3153,8.743,8.7642,8.9815,4.569,48952091.0,829868950.88,28378.0,35934576.16,20126025.4714,0.646800077764,0
2010-11-12,8.743,8.8755,7.9376,8.1072,8.4251,4.658,49915605.0,793484271.44,26256.0,36394754.6,20178371.056,0.67006649657,0
2010-11-15,8.1602,8.9179,8.1549,8.9179,8.5894,4.439,47561746.0,771135795.08,22508.0,36891636.58,20140557.1659,0.529782236513,0
2010-11-16,9.0822,9.114,8.2715,8.4516,8.7166,4.579,49066450.0,807349793.6,25519.0,37572746.56,19960535.6789,0.575821392015,0
2010-11-17,8.2767,8.4622,7.8422,7.9482,8.1549,3.311,35481543.0,546157507.55,18195.0,38068312.32,19583859.7275,-0.132086797802,0
2010-11-18,8.0542,8.5576,8.0542,8.4145,8.3668,3.049,32667023.0,515684140.04,15901.0,38202176.76,19522279.9288,-0.283530088709,0
2010-11-19,8.5046,9.2093,8.4198,9.0875,8.8278,4.429,47460873.0,790539504.57,25646.0,38766172.86,19370661.8802,0.448859217809,0
2010-11-22,8.9709,9.5803,8.8384,9.0557,9.2623,4.551,48759234.0,852526125.89,28234.0,39149913.96,19374859.2772,0.495968507566,0
2010-11-23,8.955,9.0716,8.5841,8.955,8.8119,3.209,34384862.0,571942245.15,19235.0,39837611.2,18549556.907,-0.293955765485,0
2010-11-24,8.8543,9.8505,8.8278,9.8505,9.5114,4.906,52565618.0,943295795.68,31118.0,39116656.08,17271632.5859,0.778673460837,0
2010-11-25,10.0625,10.1525,9.5485,10.0254,9.93,5.133,54995815.0,1030359963.6,27435.0,38605274.34,16374613.4717,1.00097267568,0
2010-11-26,9.8929,9.983,9.5273,9.7127,9.771,2.625,28126758.0,518677873.22,18696.0,37938918.52,16101866.8487,-0.609380304295,0
2010-11-29,9.6332,9.9936,9.5962,9.6597,9.7869,2.163,23172284.0,428084355.32,15863.0,37624581.86,16235791.8582,-0.890150476568,0
2010-11-30,9.6968,9.7604,8.743,9.0875,9.1087,3.961,42442340.0,729641470.5,27204.0,37438414.96,16123488.3953,0.310350025833,0
2010-12-01,9.0133,9.204,8.743,8.7801,8.8755,2.621,28083214.0,470358045.54,16467.0,37242771.02,16177460.1671,-0.566192524993,0
2010-12-02,8.9974,9.3683,8.8278,9.3365,9.1193,3.426,36711946.0,631835619.85,23163.0,37488233.36,16071986.6007,-0.0483006475357,0
2010-12-03,9.3259,9.5273,8.8384,9.008,9.114,3.232,34634648.0,595684270.97,23922.0,37435375.84,16077038.8725,-0.17420669703,0
2010-12-06,8.9709,9.0557,8.5788,8.6795,8.7219,2.483,26605113.0,437834914.58,17108.0,37212360.64,16149677.9852,-0.656808615609,0
2010-12-07,8.6371,9.0345,8.3191,8.955,8.6795,2.597,27827549.0,455831609.48,19428.0,37201419.72,16155971.5725,-0.580210894649,0
2010-12-08,8.9603,9.0557,8.5894,8.6265,8.8119,2.266,24283001.0,403910786.31,17205.0,37408650.3,15915938.4919,-0.824685852278,0
2010-12-09,8.6106,8.6106,8.3721,8.4251,8.4887,1.973,21143822.0,338783667.91,13594.0,37561919.06,15716458.26,-1.04464356971,0
2010-12-10,8.3509,8.6795,8.2979,8.6159,8.4993,1.657,17754677.0,284733331.52,11364.0,37764278.04,15384930.5225,-1.30059742621,0
2010-12-13,8.6742,8.9762,8.6583,8.8649,8.849,2.182,23377131.0,390326990.3,16353.0,37874071.46,15259261.2539,-0.950042090426,0
2010-12-14,8.8967,8.9338,8.7219,8.8172,8.8278,2.21,23677595.0,394554508.3,14203.0,38072091.96,15002242.967,-0.959489657089,0
2010-12-15,8.8172,9.3736,8.796,9.1299,9.1458,3.615,38739504.0,668473783.79,26955.0,38846882.04,13960033.0954,-0.00769181844096,0
2010-12-16,9.061,9.3736,9.0504,9.0875,9.2093,2.345,25121753.0,436503285.61,16703.0,38937849.7,13852935.9199,-0.997340692249,0
2010-12-17,9.008,9.1934,8.9073,9.0557,9.0292,1.343,14394512.0,245267599.76,10783.0,38752171.84,14121259.7041,-1.72489284599,0
2010-12-20,9.061,9.4054,8.7854,9.3047,9.167,3.531,37858571.0,654859800.41,23659.0,38894405.8,14074721.1477,-0.0735954047778,0
2010-12-21,9.3259,9.8346,9.2199,9.6968,9.6068,4.59,49205497.0,891877445.31,30672.0,39127015.44,14148385.2409,0.712341471369,0
2010-12-22,9.6332,9.8558,9.4213,9.7339,9.6544,3.418,36641199.0,667723995.14,21922.0,39278096.44,14079151.2768,-0.187290937369,0
2010-12-23,9.7498,9.7498,9.2517,9.2782,9.5008,2.331,24986621.0,447995890.93,15451.0,38855448.4,14186382.4896,-0.977615499243,0
2010-12-24,9.2093,9.2146,8.4781,8.955,8.9974,2.042,21897377.0,371742690.74,13633.0,38491879.14,14386002.734,-1.15351723803,0
2010-12-27,8.955,9.167,8.4728,8.5576,8.8596,2.88,30872884.0,516139286.42,17314.0,38457521.28,14402425.8982,-0.526622204733,0
2010-12-28,8.5046,8.7113,8.1337,8.3191,8.3668,2.969,31832795.0,502729762.54,17991.0,38501344.62,14378367.1943,-0.463790465905,0
2010-12-29,8.3986,8.494,8.2767,8.3668,8.3933,1.59,17047443.0,270045104.81,11043.0,38003631.4,14684603.7069,-1.42708572995,0
2010-12-30,8.4039,8.6371,8.3191,8.6371,8.4834,1.98,21226124.0,339838048.82,12666.0,37761076.62,14862062.7037,-1.11256108587,0
2010-12-31,8.6689,8.8861,8.5682,8.8861,8.743,1.702,18250408.0,301063089.43,11973.0,37135542.18,15014160.6586,-1.25782150661,0
2011-01-04,8.8914,9.1193,8.7748,8.9762,8.9868,1.596,17112464.0,290175490.92,12324.0,36664778.6,15268556.9947,-1.28056073712,0
2011-01-05,8.8914,9.0292,8.6265,8.796,8.7907,2.003,21475892.0,356378307.39,13755.0,35770941.34,14807363.1778,-0.965401413361,0
2011-01-06,8.743,8.8384,8.5046,8.5364,8.6318,2.085,22349516.0,363991395.78,14255.0,35507759.92,14928567.8845,-0.881413677573,0
2011-01-07,8.5841,8.6848,8.3615,8.441,8.5258,2.379,25510045.0,410478011.78,15386.0,35428913.1,14971551.7473,-0.662514365073,0
2011-01-10,8.4516,8.4781,8.0542,8.0966,8.2079,2.045,21923396.0,339633080.65,15071.0,35256702.06,15078147.589,-0.884280113411,0
2011-01-11,8.1284,8.1496,7.9217,8.0542,7.9959,1.5,16081977.0,242686274.98,11245.0,34278180.36,14690568.7002,-1.23863165078,0
2011-01-12,8.0807,8.2291,7.9482,8.0966,8.1019,1.386,14854958.0,227169725.45,9420.0,32777265.94,12572718.7934,-1.42549183152,0
2011-01-13,8.1496,8.2132,7.9482,8.0118,8.0489,0.756,8104940.0,123105090.25,6661.0,32107689.1,12979058.4231,-1.84934440677,0
2011-01-14,8.0012,8.0436,7.7416,7.7681,7.8581,1.368,14671334.0,217580080.41,10487.0,31149909.9,12441815.7709,-1.32445104504,0
2011-01-17,7.7257,7.7257,7.1852,7.2064,7.3707,2.239,24002719.0,333775047.3,13753.0,30534752.86,12003263.4297,-0.544188161682,0
2011-01-18,7.2064,7.4342,7.0474,7.2594,7.2912,1.431,15343047.0,211146565.86,8607.0,29907484.54,11960333.0409,-1.21772842698,0
2011-01-19,7.2859,7.8475,7.2329,7.6939,7.5879,1.654,17728141.0,253932714.5,11658.0,29550342.18,12053579.796,-0.980804157779,0
2011-01-20,8.4357,8.4622,8.0542,8.3032,8.388,7.342,78719771.0,1246291977.17,31825.0,30512076.52,13916195.4744,3.46414324007,1
2011-01-21,8.2662,8.8278,8.0542,8.5788,8.4516,6.291,67447741.0,1076126466.26,32153.0,30881989.52,14643192.8343,2.49711602475,1
2011-01-24,8.6371,8.9497,8.5152,8.5788,8.7483,4.43,47499659.0,784260254.22,27156.0,30833670.6,14582967.0055,1.14283934083,0
2011-01-25,8.4251,8.6477,7.7946,7.8369,8.192,4.031,43221082.0,668168256.3,22177.0,30746857.32,14494000.1907,0.860647475913,0
2011-01-26,7.8264,8.3933,7.7628,8.3721,8.033,2.97,31839223.0,482555240.74,18384.0,30402312.78,14252372.7167,0.100819017897,0
2011-01-27,8.2132,9.167,8.1125,8.8649,8.7483,5.814,62327456.0,1029319620.96,32741.0,30939231.04,14936859.2195,2.10139390743,1
2011-01-28,8.8702,9.2729,8.6954,9.114,9.0027,4.713,50526899.0,858391204.06,29804.0,31296428.56,15190417.4758,1.26596062752,0
2011-01-31,9.0345,9.6173,8.955,9.4107,9.2941,4.456,47775440.0,837914921.39,28367.0,31302719.9,15197312.4278,1.08392323829,0
2011-02-01,9.4266,9.7922,9.2252,9.522,9.5697,4.661,49976548.0,902332126.29,27061.0,31327066.18,15226795.1796,1.22478050043,0
2011-02-09,9.469,9.8982,9.4637,9.6279,9.6438,5.024,53860116.0,980399239.56,29014.0,31716571.26,15552223.93,1.42381853809,0
2011-02-10,9.5644,9.6809,9.3736,9.5379,9.5273,3.988,42759007.0,768934953.1,24549.0,31520439.04,15344374.1162,0.732422702605,0
2011-02-11,9.5644,10.4917,9.4902,10.4917,10.3592,11.131,119332867.0,2332581833.39,49816.0,32807180.08,19490544.6131,4.43936732593,1
2011-02-14,10.5976,11.2759,10.5446,10.8626,10.8467,10.026,107491455.0,2200732396.03,56772.0,34394474.02,22151631.7192,3.2998463457,1
2011-02-15,10.746,11.3872,10.693,11.048,11.0427,7.712,82677592.0,1722776134.36,46446.0,35584580.18,23113980.619,2.03742542646,1
2011-02-16,11.048,11.048,11.048,11.048,,0.0,0.0,0.0,0.0,34735733.38,23630555.8569,-1.46994990682,0
2011-02-17,11.3925,12.1555,11.26,12.1555,11.917,8.052,86331930.0,1941414052.2,43624.0,35900707.7,24707186.6635,2.04115599995,1
2011-02-18,12.6748,13.0616,11.4984,11.5461,12.2827,15.157,162500282.0,3767464642.83,108415.0,38416474.42,30513345.5461,4.06654220832,1
2011-02-21,11.8164,12.7013,11.6097,12.7013,12.2191,10.494,112510453.0,2594262345.35,62085.0,39973990.52,32254242.3076,2.24889680521,1
2011-02-22,13.1941,13.4855,12.0813,12.9609,12.892,16.786,179963028.0,4379223754.92,133993.0,43041148.82,37776005.2127,3.62457275218,1
2011-02-23,12.5582,12.8231,12.1343,12.537,12.4734,9.251,99178372.0,2335091664.45,79884.0,44468165.28,38529717.4811,1.41994829697,0
2011-02-24,12.3091,12.4946,11.9223,12.2721,12.2032,7.691,82458427.0,1898648887.19,59800.0,45631673.8,38785266.731,0.949503672501,0
2011-02-25,12.2827,12.8761,12.1237,12.6801,12.5105,8.624,92457583.0,2182514027.82,75539.0,47057949.02,39175650.1556,1.15887378511,0
2011-02-28,12.4522,12.4893,11.4136,11.5938,11.7157,12.996,139330582.0,3080246167.2,131304.0,49489467.12,41047953.4709,2.18868682318,1
2011-03-01,11.5143,11.864,11.4083,11.6097,11.6203,7.344,78735952.0,1726770117.49,74207.0,50596643.54,41075838.4023,0.685057434115,0
2011-03-02,11.26,11.8376,11.0268,11.5779,11.4242,9.111,97680082.0,2105704926.03,82487.0,52076693.28,41417902.1147,1.10105501224,0
2011-03-03,11.3978,11.6521,11.1275,11.2176,11.3183,6.224,66723107.0,1425042834.13,53704.0,52636365.34,41423069.4227,0.340069962374,0
2011-03-04,11.313,11.4189,10.8732,11.0851,11.0745,6.224,66723738.0,1394584275.96,52357.0,53468405.04,41276679.4397,0.321133704066,0
2011-03-07,11.1169,11.6309,11.1063,11.5143,11.4242,7.386,79184429.0,1707289533.39,62315.0,54764203.38,41041303.0179,0.595015845607,0
2011-03-08,11.4454,11.6945,11.2388,11.3713,11.4931,5.082,54482794.0,1181787452.32,46392.0,55096687.84,40968826.0296,-0.014984413748,0
2011-03-09,11.3713,11.3713,11.3713,11.3713,,0.0,0.0,0.0,0.0,54112577.9,41697723.1965,-1.2977345944,0
2011-03-10,11.3713,11.3713,11.3713,11.3713,,0.0,0.0,0.0,0.0,53379753.92,42328254.742,-1.26109035785,0
2011-03-11,11.3713,11.3713,11.3713,11.3713,,0.0,0.0,0.0,0.0,52880021.5,42815007.3424,-1.2350814535,0
2011-03-14,11.3713,11.3713,11.3713,11.3713,,0.0,0.0,0.0,0.0,52442073.96,43248192.2104,-1.21258418629,0
2011-03-15,10.8891,11.7475,10.7089,11.4984,11.366,6.819,73104769.0,1567959915.23,58557.0,53286711.66,43230739.8929,0.458425125018,0
2011-03-16,11.3395,11.3925,10.746,10.9844,11.0109,5.456,58497294.0,1215715192.52,53316.0,53820001.64,43125021.4861,0.108458899238,0
2011-03-17,10.7566,10.8467,10.2373,10.2479,10.5552,5.068,54336093.0,1082403517.84,44679.0,54565774.64,42797301.7564,-0.00536673179322,0
2011-03-18,10.3009,10.5711,10.2585,10.444,10.4228,3.091,33140826.0,651744081.77,28039.0,54804068.68,42640763.2318,-0.508040687785,0
2011-03-21,10.3751,10.444,10.0677,10.2267,10.2161,3.062,32829920.0,633078064.09,27650.0,55095658.92,42435050.3996,-0.524701601868,0
2011-03-22,10.1472,10.6506,10.1472,10.5446,10.4493,3.341,35816183.0,706341575.73,32064.0,55469733.3,42175028.9142,-0.465999687635,0
2011-03-23,10.6135,11.5991,10.6135,11.2865,11.2335,7.635,81858445.0,1735194500.42,70539.0,56677384.36,42046083.0607,0.59889194919,0
2011-03-24,10.9897,11.1593,10.746,10.8414,10.9315,5.358,57448961.0,1185003924.17,51371.0,57379373.26,41753243.8676,0.00166664272172,0
2011-03-25,10.9474,11.0162,10.5446,10.799,10.7248,3.67,39343765.0,796483300.49,36833.0,57656047.66,41583242.5396,-0.440376496435,0
2011-03-28,11.1328,11.26,10.5711,10.6294,10.8361,3.461,37104896.0,758637691.39,36166.0,57959677.66,41371895.9194,-0.504080878977,0
2011-03-29,10.4758,10.5711,9.9353,10.0042,10.2373,5.066,54319041.0,1049293837.62,49451.0,58724418.94,40933077.7345,-0.10762391161,0
2011-03-30,10.0095,10.3274,9.8558,10.1207,10.0995,2.885,30928767.0,589642957.15,27152.0,59045895.12,40643604.5889,-0.691797108166,0
2011-03-31,10.1737,10.2214,9.5432,9.6385,9.7869,3.367,36097759.0,666625552.88,29573.0,59605751.5,40116969.586,-0.585986248279,0
2011-04-01,9.6491,9.9035,9.5538,9.7233,9.718,2.207,23661826.0,434044328.58,19867.0,59785561.34,39931175.1042,-0.904649944455,0
2011-04-06,9.6226,10.2532,9.6015,10.1207,9.9724,3.446,36946212.0,695510279.95,30928.0,60044431.2,39735942.6836,-0.581292845722,0
2011-04-07,10.0201,10.0307,9.8028,9.9618,9.9141,2.505,26862430.0,502541186.13,20911.0,60274818.86,39504194.9303,-0.845793438367,0
2011-04-08,9.9353,10.2161,9.8081,10.0572,10.0466,2.255,24245268.0,459649169.79,21166.0,60405161.4,39371477.482,-0.918428662387,0
2011-04-11,9.9883,10.3009,9.9883,10.073,10.1631,2.599,27941247.0,535970070.47,22305.0,59389590.92,39543946.1968,-0.795275811965,0
2011-04-12,9.9724,10.2267,9.7392,9.771,9.9724,2.647,28461579.0,535704182.28,24274.0,58609867.68,39765555.314,-0.758150827819,0
2011-04-13,9.6968,10.6506,9.6597,10.5181,10.3645,6.203,66695751.0,1304824684.82,56263.0,58993789.52,39748763.3116,0.193766065616,0
2011-04-14,10.5181,10.5181,10.5181,10.5181,,0.0,0.0,0.0,0.0,58129367.88,40560454.4303,-1.43315376261,0
2011-04-15,10.6082,11.4401,10.6082,11.1063,11.1275,7.437,79959957.0,1679211941.94,73045.0,59091782.56,40494762.4527,0.515330210033,0
2011-04-18,11.0215,11.0215,10.5711,10.7725,10.7937,4.313,46371660.0,944676106.08,45318.0,58772666.64,40531596.0666,-0.305959000963,0
2011-04-19,10.6188,11.2494,10.6188,10.9844,10.9368,4.688,50399863.0,1040377614.46,48667.0,58770125.92,40532127.4788,-0.206509340631,0
2011-04-20,10.9421,11.101,10.6506,10.8043,10.8361,2.551,27425525.0,560858674.54,26346.0,58363127.62,40746386.6051,-0.759272298666,0
2011-04-21,10.5976,10.5976,10.0783,10.1207,10.2373,4.845,52093282.0,1006376934.72,50551.0,58405462.3,40738594.1675,-0.154943498395,0
2011-04-22,10.0148,10.2638,9.8558,10.073,10.0995,2.085,22421190.0,427345166.84,21847.0,57776683.78,41051599.9939,-0.861245208109,0
2011-04-25,10.1207,10.1684,9.6438,9.7445,9.8399,2.071,22262127.0,413405074.43,21899.0,57366746.18,41306176.3249,-0.849863683916,0
2011-04-26,9.7551,10.0572,9.7445,9.9247,9.8876,1.415,15214021.0,283840947.08,15958.0,55284369.26,40739102.0498,-0.983584473978,0
2011-04-27,9.8876,10.036,9.5538,9.6121,9.7233,1.838,19761314.0,362638055.57,17905.0,53529766.44,40331894.3665,-0.837264228979,0
2011-04-28,9.5644,9.718,8.9285,9.0133,9.2517,2.536,27267891.0,475979086.64,23217.0,52421572.42,40275862.3018,-0.62453489466,0
2011-04-29,8.9815,9.2623,8.9815,9.257,9.1511,1.509,16228154.0,280278551.39,13176.0,52746135.5,39908513.8341,-0.915042380475,0
2011-05-03,9.257,9.3842,8.9656,9.3418,9.1617,1.594,17138225.0,296300279.19,14867.0,51362261.4,39919803.9614,-0.857319751195,0
2011-05-04,9.1458,9.3683,8.9868,9.0345,9.1722,1.753,18846293.0,326222204.22,15473.0,48489181.62,36805846.3287,-0.805385328061,0
2011-05-05,9.4054,9.7392,9.2782,9.3259,9.4584,2.657,28571108.0,510086807.39,23870.0,46810394.72,35724551.6873,-0.51055327103,0
2011-05-06,9.1034,9.7975,9.0239,9.7392,9.4796,2.841,30543393.0,546377593.95,26965.0,43822002.02,30177841.2823,-0.440011891367,0
2011-05-09,9.6385,9.7975,9.522,9.6068,9.6438,1.794,19288823.0,351120227.28,18114.0,42224211.04,29288956.4384,-0.783072899447,0
2011-05-10,9.5432,9.6068,9.2782,9.4531,9.4001,1.797,19319118.0,342756042.12,16769.0,40961424.86,28877088.2979,-0.749462918031,0
2011-05-11,9.4584,9.4584,9.1828,9.2782,9.2835,1.638,17608174.0,308524654.01,14503.0,39464436.68,28082203.1455,-0.778295868268,0
2011-05-12,9.2252,9.6068,9.0345,9.3365,9.3471,2.679,28808588.0,508138544.66,25148.0,37253996.8,24133089.507,-0.349951414117,0
2011-05-13,9.2093,9.3789,9.114,9.3365,9.2676,1.222,13142184.0,229915934.41,12558.0,35942121.44,23609264.2271,-0.965719948775,0
2011-05-16,9.3365,9.3365,9.3365,9.3365,,0.0,0.0,0.0,0.0,33988519.8,22407133.9136,-1.51686154646,0
2011-05-17,9.3365,9.4107,8.902,9.1246,9.0928,2.065,22200411.0,380892557.32,17684.0,33098065.88,21959918.8512,-0.496252056022,0
2011-05-18,9.061,9.2729,9.061,9.1458,9.167,1.095,11773185.0,203699491.67,9089.0,31999054.82,21615063.3489,-0.935730304998,0
2011-05-19,9.1881,9.5909,9.0557,9.3683,9.4054,2.893,31104418.0,551973598.69,23289.0,31037454.6,20514526.6125,0.00326419425926,0
2011-05-20,9.3259,9.4584,9.1405,9.3524,9.2994,1.695,18219117.0,319821859.93,12187.0,30312181.06,20308723.9013,-0.595461542476,0
2011-05-23,9.2729,9.5803,9.1034,9.167,9.3789,2.402,25830577.0,457305596.28,19829.0,30828792.6,19845156.2685,-0.251860732785,0
