,Open,High,low,Close,AvgPrice,Turn,Volume,Amount,Tnum,mean_volume,std_volume,zscore_volume,signal
2014-10-29,9.6113,9.7364,9.5083,9.5892,9.6132,2.5641,38201090.0,499004432.0,15494.0,55884622.4,43025342.159,-0.411002714044,0
2014-10-30,9.5892,9.7217,9.523,9.5377,9.6044,2.0484,30517624.0,398276864.0,13551.0,56494974.88,42428713.4212,-0.612258746149,0
2014-10-31,9.5524,9.6039,9.4199,9.5451,9.5232,1.7676,26335040.0,340783888.0,12223.0,57021675.68,41872902.7389,-0.73285188446,0
2014-11-03,9.5451,9.6628,9.4567,9.5819,9.5756,1.6334,24335268.0,316639088.0,12269.0,57483140.72,41369976.6185,-0.801254325708,0
2014-11-04,9.626,9.9645,9.5966,9.7879,9.8105,3.7131,55319149.0,737443712.0,26168.0,58547793.56,40592925.6063,-0.0795371240624,0
2014-11-05,9.7879,9.9866,9.7143,9.7585,9.8594,2.4436,36406133.0,487741808.0,17257.0,59180605.06,39979381.5751,-0.569655436446,0
2014-11-06,9.7658,9.8615,9.5598,9.7732,9.7121,2.3279,34682485.0,457705840.0,16463.0,58327794.58,40039226.5276,-0.590553605318,0
2014-11-07,9.7658,9.7732,9.5156,9.5671,9.6637,2.0472,30499410.0,400494224.0,14443.0,55338970.38,36166262.7664,-0.686815791292,0
2014-11-10,9.5745,9.6186,9.5083,9.5745,9.5551,1.4239,21213452.0,275429296.0,11217.0,52825201.98,33973808.65,-0.930474128045,0
2014-11-11,9.5671,9.7438,9.1329,9.155,9.4399,2.969,44233463.0,567388688.0,20106.0,51385475.26,32735198.0668,-0.218480799945,0
2014-11-12,9.155,9.2801,9.0446,9.2212,9.1847,1.2366,18423347.0,229930790.0,9640.0,48879646.82,30222275.5527,-1.00774343636,0
2014-11-13,9.2212,9.258,8.9048,8.9489,8.9992,2.0081,29917648.0,365842976.0,14709.0,47587799.44,29606223.2404,-0.596839093475,0
2014-11-14,8.9489,9.0814,8.9342,9.0446,9.0133,1.2083,18002031.0,220478948.0,8908.0,46574643.7,29736893.1079,-0.960847274675,0
2014-11-17,9.0741,9.0961,8.9122,8.9637,9.0058,1.2513,18642852.0,228137194.0,9627.0,45770076.54,29940918.2861,-0.906025135262,0
2014-11-18,8.9857,9.2728,8.9857,9.1992,9.139,1.7648,26292124.0,326500096.0,12247.0,44886532.16,29848862.5363,-0.622951984767,0
2014-11-19,9.1624,9.3243,9.1256,9.1771,9.2107,1.3464,20058832.0,251050397.0,9354.0,43800408.84,29742166.4166,-0.798246385535,0
2014-11-20,9.0888,9.2065,9.0225,9.1035,9.1161,0.9778,14567452.0,180448854.0,6802.0,42477139.7,29536687.169,-0.944915979924,0
2014-11-21,9.1771,9.1918,9.0446,9.1035,9.1084,1.3139,19574909.0,242271516.0,9853.0,41485267.4,29454659.1025,-0.743867322442,0
2014-11-24,9.1624,9.5745,9.1624,9.5083,9.3668,3.8908,57966945.0,737793952.0,24414.0,40302123.72,27476032.9932,0.642917457711,0
2014-11-25,9.6186,9.6775,9.4935,9.5819,9.5797,2.6583,39603830.0,515526608.0,17693.0,37771080.54,20619324.3483,0.0888850395405,0
2014-11-26,9.7511,9.7953,9.442,9.6113,9.6077,3.1106,46343477.0,605020240.0,18976.0,36548357.02,18054406.7541,0.542533471934,0
2014-11-27,9.6407,9.7511,9.5156,9.6481,9.6193,2.873,42803431.0,559479392.0,18565.0,35392014.84,15543975.4821,0.476803129838,0
2014-11-28,9.6481,9.9351,9.4641,9.8026,9.7678,4.6715,69590179.0,923649648.0,26716.0,35748024.84,16120361.9507,2.09934207827,1
2014-12-01,9.8026,9.8026,9.5083,9.5671,9.6264,2.602,38761079.0,507015904.0,15870.0,35524302.84,15996426.4769,0.202343702493,0
2014-12-02,9.5671,9.9351,9.5303,9.8321,9.7638,3.9252,58472603.0,775771328.0,23120.0,34568501.1,12789843.352,1.86899098309,0
2014-12-03,9.8615,10.2883,9.7879,10.2589,10.0378,6.9939,104185864.0,1421052256.0,41021.0,35654696.44,16015737.3272,4.27898923166,1
2014-12-04,10.1927,10.4503,10.0676,10.2663,10.2436,5.6128,83611516.0,1163803552.0,32757.0,36666178.16,17385508.8377,2.70025676431,1
2014-12-05,10.4135,10.5238,9.7364,9.8247,10.0654,4.6885,69843156.0,955248160.0,28336.0,37424724.66,17990879.9915,1.80193694557,0
2014-12-08,9.8247,9.9351,9.5892,9.8026,9.7897,3.8963,58041270.0,772086576.0,20855.0,37852078.22,18224933.9008,1.107778601,0
2014-12-09,9.8468,10.3031,9.5524,9.5819,10.0151,5.7308,85369742.0,1161770416.0,35370.0,39012823.74,19354460.6421,2.39515422916,1
2014-12-10,9.6407,10.1485,9.6407,10.0528,9.9709,3.7539,55920041.0,757642768.0,24971.0,39342896.12,19501651.3721,0.850038007743,0
2014-12-11,10.0013,10.2663,9.9057,10.0823,10.0861,3.1971,47626264.0,652727040.0,22786.0,39516702.36,19536644.8225,0.415094900567,0
2014-12-12,10.1264,10.4797,10.0087,10.4135,10.3107,4.8502,72251313.0,1012270000.0,33611.0,40416373.02,19991524.9008,1.59242179564,0
2014-12-15,10.6784,11.1347,10.5459,10.7814,10.8341,7.3391,109329024.0,1609499616.0,42608.0,41966206.86,22195167.0593,3.03502185679,1
2014-12-16,10.7078,10.7299,10.487,10.5386,10.5711,3.7594,56002806.0,804437328.0,25684.0,42483868.4,22215059.7031,0.60854833526,0
2014-12-17,10.5459,10.7225,10.1044,10.1853,10.3772,3.7881,56430004.0,795706912.0,28078.0,42479363.94,22212150.2336,0.628063465863,0
2014-12-18,10.1853,10.4135,10.1559,10.1853,10.2844,2.248,33488491.0,467991520.0,16157.0,42338372.74,22247070.1838,-0.397799875079,0
2014-12-19,10.097,10.178,9.6039,9.8394,9.8361,3.5548,52955035.0,707769072.0,24744.0,42669764.64,22279971.5752,0.46163749919,0
2014-12-22,9.7806,9.7806,9.0225,9.2728,9.3226,3.2854,48942120.0,619985184.0,25000.0,42958376.96,22265595.2719,0.268743905875,0
2014-12-23,9.2507,9.523,9.1035,9.2065,9.3458,1.6156,24067709.0,305643600.0,13285.0,42793750.92,22376171.7624,-0.836874248143,0
2014-12-24,9.258,9.4347,9.236,9.4052,9.3195,1.527,22747048.0,288058320.0,12912.0,42764238.76,22402123.2856,-0.89353988927,0
2014-12-25,9.4199,9.5598,9.3831,9.4935,9.4526,1.6937,25230222.0,324067472.0,12148.0,42736789.26,22423161.2653,-0.780735911983,0
2014-12-26,9.4862,9.5377,9.2948,9.5303,9.4435,1.9045,28370059.0,364045040.0,13899.0,41898255.24,22153823.9576,-0.61064835876,0
2014-12-29,9.5303,9.5303,9.5303,9.5303,,0.0,0.0,0.0,0.0,41312405.06,22869729.487,-1.80642298736,0
2014-12-30,9.5303,9.5303,9.5303,9.5303,,0.0,0.0,0.0,0.0,40687890.48,23566525.3205,-1.72651207281,0
2014-12-31,9.5303,9.5303,9.5303,9.5303,,0.0,0.0,0.0,0.0,40135903.08,24194212.1715,-1.65890514622,0
2015-01-05,9.5303,9.5303,9.5303,9.5303,,0.0,0.0,0.0,0.0,39526453.88,24818349.2005,-1.59263025758,0
2015-01-06,9.5303,9.5303,9.5303,9.5303,,0.0,0.0,0.0,0.0,38880701.8,25423218.6245,-1.52933829403,0
2015-01-07,10.2148,10.4576,9.81,9.81,10.0822,4.8872,72803739.0,997404608.0,35939.0,39961552.0,25697704.8231,1.27802024446,0
2015-01-08,9.81,10.0528,9.7953,9.8247,9.9028,2.7483,40941321.0,550908992.0,19770.0,40178411.94,25658493.0024,0.0297331982797,0
2015-01-09,9.7879,9.8026,9.5377,9.5524,9.6617,2.8565,42551847.0,558643456.0,21226.0,40265427.08,25659027.8121,0.0891078156486,0
2015-01-12,9.4788,9.523,9.2948,9.4199,9.3936,1.5448,23011898.0,293727456.0,12838.0,40115312.56,25739050.6093,-0.664492829188,0
2015-01-13,9.4199,9.9719,9.4199,9.729,9.7329,2.2815,33986523.0,449479568.0,15787.0,40268342.22,25678122.5206,-0.244637014056,0
2015-01-14,9.729,9.8321,9.6039,9.6849,9.7226,1.5628,23279867.0,307554368.0,11547.0,40247234.2,25691917.2519,-0.660416543992,0
2015-01-15,9.6554,9.7511,9.5671,9.7143,9.6362,1.7022,25357512.0,332026352.0,13420.0,39648001.46,25682616.6928,-0.556426536708,0
2015-01-16,9.7438,9.8468,9.6628,9.7585,9.7549,1.7914,26686558.0,353732256.0,12193.0,39453609.96,25744364.5952,-0.495916374739,0
2015-01-19,9.4641,9.6113,8.9048,9.1918,9.3139,2.9763,44337468.0,561132672.0,18831.0,39646709.62,25744057.0412,0.182207426456,0
2015-01-20,9.2801,9.6186,9.1992,9.5819,9.4053,2.9779,44360680.0,566935136.0,19831.0,39923935.02,25718163.5585,0.172514066562,0
2015-01-21,9.5156,9.7732,9.4715,9.707,9.6236,2.5522,38018732.0,497160960.0,18295.0,40260040.62,25578080.611,-0.0876261457647,0
2015-01-22,9.6922,10.0528,9.6481,9.8762,9.872,3.3281,49577911.0,665054464.0,23014.0,40366929.58,25606175.7298,0.359717183744,0
2015-01-23,9.8762,10.0087,9.6775,9.7143,9.8016,1.9565,29144954.0,388170896.0,15096.0,40581361.72,25463158.0204,-0.449135480793,0
2015-01-26,9.7511,9.9204,9.6628,9.8689,9.8024,2.1778,32442060.0,432119984.0,14379.0,40631849.96,25444078.0935,-0.321874108778,0
2015-01-27,9.9351,10.0087,9.729,9.9057,9.8881,2.7957,41646014.0,559565712.0,17960.0,41104729.62,25233761.582,0.0214508002797,0
2015-01-28,9.9277,10.1191,9.8321,9.9204,9.9723,2.9636,44147923.0,598224544.0,17798.0,41614831.04,25027376.179,0.101212845561,0
2015-01-29,9.9057,10.0749,9.7658,9.9866,9.9445,2.744,40875881.0,552345584.0,17598.0,41906506.18,24929948.934,-0.0413408460133,0
2015-01-30,9.994,10.0676,9.6039,9.6186,9.7999,2.964,44153358.0,587961392.0,18632.0,42388396.7,24731097.4575,0.0713660727364,0
2015-02-02,9.5377,9.6039,9.3831,9.4347,9.4709,1.8399,27408378.0,352726208.0,12688.0,42645215.22,24501907.5058,-0.621863306618,0
2015-02-03,9.5524,9.6996,9.5156,9.6407,9.6236,1.7606,26227096.0,342964320.0,11626.0,42778258.96,24391894.2197,-0.678551768508,0
2015-02-04,9.6849,9.8836,9.5819,9.7143,9.735,2.1032,31330185.0,414438352.0,13128.0,42245523.76,24344228.8982,-0.448374799862,0
2015-02-05,9.9277,9.9351,9.4715,9.5083,9.6947,1.9674,29307285.0,386074368.0,14916.0,42039592.86,24410491.0748,-0.521591631278,0
2015-02-06,9.4567,9.5083,9.1992,9.4935,9.3637,2.0653,30766770.0,391465312.0,12987.0,41728058.72,24453801.5457,-0.448244772885,0
2015-02-09,9.4567,9.5303,9.3096,9.3243,9.4236,1.0345,15410832.0,197334974.0,8243.0,41180206.74,24734452.9602,-1.04184130458,0
2015-02-10,9.3243,9.5892,9.3096,9.4788,9.4885,1.496,22285923.0,287333632.0,9372.0,40234121.62,24529440.2793,-0.731700292207,0
2015-02-11,9.5303,9.626,9.4199,9.4199,9.5214,0.9695,14441850.0,186847112.0,7477.0,39747737.04,24798873.2064,-1.02044503512,0
2015-02-12,9.5156,9.5966,9.4494,9.4567,9.5215,1.4333,21351947.0,276251952.0,8207.0,39005323.92,24782501.6967,-0.712332319636,0
2015-02-13,9.4935,9.7732,9.4935,9.6775,9.6535,2.5258,37625836.0,493552448.0,14249.0,37674123.36,22928123.0763,-0.00210603196081,0
2015-02-16,9.7732,10.649,9.7143,10.649,10.3151,5.4913,81801802.0,1146560000.0,30076.0,37637929.08,22855439.6868,1.93231342408,0
2015-02-17,11.0316,11.2598,10.7299,10.9728,10.9773,9.144,136214659.0,2031786304.0,45234.0,38965359.14,26414388.686,3.68167899004,1
2015-02-25,11.039,11.6277,10.9286,11.2451,11.3091,7.6159,113452255.0,1743416880.0,42423.0,40073578.84,28324387.8071,2.59065356186,1
2015-02-26,11.1715,11.2966,10.9212,10.9948,11.0709,4.3898,65393881.0,983742560.0,29618.0,39674061.62,27808628.4113,0.924886297866,0
2015-02-27,10.958,11.2819,10.9507,11.1567,11.1384,4.0318,60059974.0,909013680.0,24448.0,39756860.28,27864094.989,0.728647879215,0
2015-03-02,11.2745,11.5247,11.1567,11.3775,11.311,5.5489,82659555.0,1270445712.0,30498.0,40457526.1,28499247.6657,1.48081203388,0
2015-03-03,11.3775,11.4953,10.8992,10.9212,11.155,5.1025,76010511.0,1152137632.0,34771.0,40532710.06,28589649.8956,1.24093163328,0
2015-03-04,10.8918,11.3922,10.8918,11.2303,11.1549,4.4353,66071401.0,1001477456.0,26484.0,39667557.6,27079966.0344,0.975032367709,0
2015-03-05,11.2745,11.7013,11.2524,11.4879,11.4804,5.5159,82168909.0,1281818096.0,34717.0,40190879.66,27648941.631,1.51825085749,0
2015-03-06,11.6351,11.6793,11.0758,11.1273,11.2997,3.5657,53117850.0,815583056.0,23702.0,40124636.58,27613185.5105,0.47054380651,0
2015-03-09,11.0758,11.2966,10.8918,11.1494,11.1278,2.9501,43946442.0,664500672.0,18089.0,40333795.6,27601498.4367,0.130885879558,0
2015-03-10,11.1788,12.2606,11.1715,11.8559,11.8121,6.4757,96467043.0,1548346832.0,40387.0,41204035.76,28672703.7102,1.927373428,0
2015-03-11,11.8927,11.9957,11.6277,11.6866,11.7733,3.6514,54393351.0,870176608.0,22971.0,41313060.38,28713062.7795,0.455551911004,0
2015-03-12,11.7529,11.8485,11.3922,11.5026,11.5818,2.674,39834315.0,626896048.0,18515.0,41628392.5,28606182.9913,-0.0627164239474,0
2015-03-13,11.6645,11.8338,11.4511,11.6866,11.6286,2.6989,40205010.0,635284464.0,17539.0,41977551.74,28477272.284,-0.0622440844166,0
2015-03-16,11.7234,12.0546,11.6572,11.9221,11.8471,3.8283,57029084.0,918060096.0,22848.0,42613528.98,28450690.9703,0.506685585776,0
2015-03-17,11.9221,12.6286,11.7013,12.3195,12.0391,6.0937,90776317.0,1485011408.0,37498.0,43861654.14,29172791.3176,1.60816503122,0
2015-03-18,12.1503,12.2974,12.0767,12.2239,12.2085,3.7085,55244628.0,916457056.0,24012.0,44966546.7,28516455.6579,0.360426324481,0
2015-03-19,12.2239,12.4741,12.084,12.2239,12.2704,3.6697,54666148.0,911457248.0,23421.0,46059869.66,27796104.5978,0.30962174249,0
2015-03-20,12.2018,12.3342,11.9074,12.2239,12.0878,4.0514,60351777.0,991283920.0,26819.0,47266905.2,27055667.6292,0.483627755164,0
2015-03-23,12.2606,12.3858,12.0693,12.2239,12.2645,5.2962,78895908.0,1314814080.0,26519.0,48844823.36,26538455.1929,1.13235998183,0
2015-03-24,12.2754,12.4005,11.7749,12.2018,12.1192,5.5635,82877243.0,1364801840.0,33167.0,50502368.22,26008321.5359,1.2447890855,0
2015-03-25,12.1282,12.1282,11.8412,11.9295,11.9694,3.5585,53009189.0,862158864.0,24901.0,50106477.22,25811840.0273,0.112456600418,0
2015-03-26,11.9074,12.2018,11.7013,11.9148,11.9519,3.2809,48874343.0,793741184.0,22186.0,50265137.66,25778713.9701,-0.0539512817286,0
2015-03-27,11.9663,12.1723,11.7897,12.1355,12.0149,2.8545,42522154.0,694220176.0,19994.0,50264543.8,25778895.6276,-0.300338304319,0
2015-03-30,12.3858,12.4226,12.1061,12.2533,12.2707,4.3942,65458815.0,1091436192.0,28209.0,51113482.14,25561109.6052,0.561217141259,0
2015-03-31,12.3858,12.5403,12.1503,12.2901,12.3654,4.5775,68189311.0,1145734032.0,28203.0,51797537.9,25551069.4995,0.641529823256,0
2015-04-01,12.5035,13.4161,12.4741,13.0481,12.9667,6.9366,103332590.0,1820654560.0,46986.0,53398592.36,26226811.2341,1.90392942528,0
2015-04-02,13.1364,13.2321,12.7537,12.9451,12.9717,3.9194,58385887.0,1029118480.0,32132.0,54059159.86,25920281.7118,0.166924387169,0
2015-04-03,12.8568,13.5191,12.7905,13.3793,13.1667,5.4625,81372838.0,1455852832.0,33502.0,55152885.46,25895455.0789,1.01253105845,0
2015-04-07,13.4676,13.9091,13.2468,13.4455,13.5128,5.2262,77852594.0,1429480736.0,31972.0,55823187.98,26043132.7205,0.845881571023,0
2015-04-08,13.4308,13.5338,12.8936,13.21,13.2479,4.5807,68237510.0,1228376736.0,29678.0,56300724.58,26047569.3468,0.458268687611,0
2015-04-09,13.8135,13.9091,12.9524,13.4749,13.4948,4.8777,72662001.0,1332401504.0,34278.0,56993589.96,26012075.1263,0.602351445008,0
2015-04-10,13.7767,14.1962,13.6148,13.8208,13.9038,5.0014,74504605.0,1407593968.0,34725.0,57492123.84,26105746.931,0.651675709758,0
2015-04-13,14.0563,14.1962,13.6957,13.8061,13.9407,4.2487,63291319.0,1198922656.0,30944.0,58175051.14,25793821.5431,0.198352456283,0
2015-04-14,13.7325,13.9754,13.4602,13.5927,13.6465,3.7989,56590373.0,1049358880.0,28742.0,58658017.4,25526857.3297,-0.0809987838806,0
2015-04-15,13.6884,13.9239,13.0702,13.394,13.5471,4.511,67199124.0,1237010832.0,30759.0,59169079.6,25434944.9577,0.315709132194,0
2015-04-16,13.2394,13.6,13.0996,13.394,13.401,3.3596,50047430.0,911338144.0,23352.0,59287069.74,25377459.9038,-0.364088438127,0
2015-04-17,13.4013,13.8282,13.3351,13.6957,13.5249,5.4526,81225432.0,1492754208.0,29948.0,60094060.76,25421554.5013,0.83123835873,0
2015-04-20,13.6074,13.6736,13.0996,13.1658,13.4278,5.8258,86785528.0,1583480512.0,29958.0,60946704.16,25590373.9118,1.00970872599,0
