sid	unlock_date	total_equity	ratio_to_total_equity	type	after_ratio_to_total_equity	before_ratio_to_total_equity	after_total_number	before_total_number	cumsum_unlock_times
v0	v1	v2	v3	v4	v5	v6	v7	v8	v9
sid	date	c	c	d	c	c	c	c	d
600787.SS	20181209	219980.1	15.45	定向增发机构配售股份	100	84.55	219980.1	185982.84	5
002009.SZ	20181209	36482.55	11.04	定向增发机构配售股份	86.68	75.64	31622.69	27596.4	4
002780.SZ	20181209	6748.06	28.14	首发原股东限售股份	99.64	71.5	6724.03	4825.07	1
300145.SZ	20181209	66786.04	15.8	定向增发机构配售股份	74.87	59.06	50001.54	39446.14	10
002354.SZ	20181209	29208.65	6.78	定向增发机构配售股份	97.41	90.63	28452.54	26472.47	10
000656.SZ	20181209	432626.02	1.1	股权激励限售股份	90.55	89.45	391728.88	386962.88	15
603800.SS	20181210	20800	67.5	首发原股东限售股份	100	32.5	20800	6760	1
300493.SZ	20181210	12000	31.88	首发原股东限售股份	100	68.12	12000	8175	1
603999.SS	20181210	28800	60	首发原股东限售股份	100	40	28800	11520	1
600559.SS	20181210	43806.02	20.1	定向增发机构配售股份	100	79.9	43806.02	35000	6
600231.SS	20181210	251916.61	36.17	定向增发机构配售股份	100	63.83	251916.61	160800.44	3
600236.SS	20181210	606336.75	40.55	定向增发机构配售股份	81	40.45	491144.48	245254.81	8
300097.SZ	20181210	14941.66	15.72	定向增发机构配售股份	72.92	57.2	10895.49	8546.58	5
002361.SZ	20181210	86259.56	7.38	定向增发机构配售股份	74.74	67.37	64473.91	58109.25	5
300496.SZ	20181210	40305.96	35.22	首发原股东限售股份	98.79	63.57	39818.49	25621.02	1
002295.SZ	20181211	25160	0.36	股权激励限售股份	88.35	87.99	22227.9	22137.9	5
600552.SS	20181211	38352.48	3.41	定向增发机构配售股份	100	96.59	38352.48	37044.7	6
002279.SZ	20181211	54149.2	1.47	定向增发机构配售股份	94.24	92.78	51031.82	50238.44	7
002036.SZ	20181211	58210.64	32.14	定向增发机构配售股份	98.88	66.74	57556.19	38849.98	7
002771.SZ	20181211	8064.65	0.24	股权激励限售股份	79.23	78.99	6389.86	6370.47	2
600037.SS	20181212	139177.79	16.05	定向增发机构配售股份	100	83.95	139177.79	116835.2	3
300022.SZ	20181213	38024.04	4.96	定向增发机构配售股份	90.15	85.18	34278.33	32390.64	8
000090.SZ	20181214	119778.55	35.42	定向增发机构配售股份	100	64.58	119778.45	77354.21	6
600602.SS	20181214	132683.51	11.6	定向增发机构配售股份	77.89	66.29	103346.47	87957.26	2
601608.SS	20181214	433941.93	0.35	定向增发机构配售股份	100	99.65	433941.93	432409.4	3
300026.SZ	20181214	100379.88	3.42	定向增发机构配售股份	80.56	77.14	80865.87	77433.47	14
002354.SZ	20181214	29208.65	0.66	股权激励限售股份	98.07	97.41	28645.04	28452.54	10
002131.SZ	20181214	153936.16	15.31	定向增发机构配售股份	81.74	66.43	125825.82	102252.7	6
600705.SS	20181215	897632.58	4.01	定向增发机构配售股份	100	95.99	897632.58	861653.3	4
600862.SS	20181215	139304.91	43.24	定向增发机构配售股份	100	56.76	139304.91	79070.36	4
600426.SS	20181215	124652.45	0.18	股权激励限售股份	100	99.82	124652.45	124425.38	6
300242.SZ	20181215	31874.05	0.23	股权激励限售股份	70.36	70.13	22427.85	22354.7	8
002649.SZ	20181215	17690.4	1.69	股权激励限售股份	80.44	78.75	14230.55	13931.51	7
002450.SZ	20181215	321975.29	10.6	定向增发机构配售股份	99.6	89	320673.66	286548.73	6
300207.SZ	20181215	64509.7	0.68	股权激励限售股份	70.44	69.76	45441.12	45001.56	7
300040.SZ	20181216	34607.92	5.95	定向增发机构配售股份	76.18	70.23	26365.73	24306.08	4
601012.SS	20181216	177433.95	0.47	股权激励限售股份	100	99.53	177433.95	176602.86	8
300359.SZ	20181216	63377.25	9.71	定向增发机构配售股份	96.99	87.28	61472.14	55317.79	3
600351.SS	20181217	78704.15	12.08	定向增发机构配售股份	100	87.92	78704.15	69200	5
600614.SS	20181217	175277.38	1.14	定向增发机构配售股份	76.07	74.93	133338.62	131336.27	9
603006.SS	20181217	19251.76	15.06	定向增发机构配售股份	99.27	84.21	19110.64	16211.68	2
000413.SZ	20181217	383500.05	15.48	定向增发机构配售股份	93.47	77.99	358473.26	299089.1	10
600172.SS	20181217	79239.89	5.53	定向增发机构配售股份	96.35	90.82	76349.14	71969.58	7
002373.SZ	20181217	110437.64	0.47	定向增发机构配售股份	99.94	99.47	110376.08	109857.41	6
002520.SZ	20181218	55408.9	1.23	定向增发机构配售股份	96.91	95.68	53698.23	53017.34	5
000563.SZ	20181218	309049.17	7.4	定向增发机构配售股份	100	92.6	309049.17	286186.36	5
603010.SS	20181218	25439.2	13.52	定向增发机构配售股份	100	86.48	25439.2	22000	2
300040.SZ	20181218	34607.92	0.89	股权激励限售股份	77.07	76.18	26672.77	26365.73	4
002580.SZ	20181218	22100.99	0.65	股权激励限售股份	80.75	80.1	17846.12	17703.03	6
000070.SZ	20181218	31349.74	13.56	定向增发机构配售股份	99.97	86.42	31341.59	27091.85	6
002517.SZ	20181218	67680	53.96	定向增发机构配售股份	99.89	45.93	67602.93	31085.35	3
002624.SZ	20181219	131460.99	1.63	定向增发机构配售股份	35.37	33.73	46491.64	44346.78	5
000723.SZ	20181221	228107.34	73.65	定向增发机构配售股份	96.3	22.65	219673.63	51673.63	5
300083.SZ	20181221	142357.86	14.41	定向增发机构配售股份	99.84	85.43	142129.26	121617.9	8
300267.SZ	20181221	205672.2	11.32	定向增发机构配售股份	66.8	55.48	137383.86	114100.97	4
002554.SZ	20181221	107125	1.12	股权激励限售股份	56.73	55.61	60774.38	59574.38	6
600380.SS	20181221	158838.93	0.06	股权激励限售股份	100	99.94	158838.93	158744.43	4
002782.SZ	20181222	42600	75	首发原股东限售股份	100	25	42600	10650	1
002781.SZ	20181222	22500	58.91	首发原股东限售股份	100	41.09	22500	9244.35	1
603866.SS	20181222	45012.6	86.85	首发原股东限售股份	100	13.15	45012.6	5917.73	1
603996.SS	20181222	30015	65.59	首发原股东限售股份	100	34.41	30015	10327.5	1
300495.SZ	20181222	20377.1	55.21	首发原股东限售股份	99.28	44.07	20230.26	8980.26	1
300497.SZ	20181222	7469.15	40.01	首发原股东限售股份	98.92	58.91	7388.4	4399.8	1
002786.SZ	20181223	38124	63.74	首发原股东限售股份	100	36.26	38124	13824	1
000663.SZ	20181223	34101.98	9.35	定向增发机构配售股份	90.49	81.14	30857.81	27670.07	6
002785.SZ	20181223	20000	51.11	首发原股东限售股份	100	48.89	20000	9778.88	1
300492.SZ	20181223	8320	70.31	首发原股东限售股份	100	29.69	8320	2470	1
002171.SZ	20181223	44471.5	3.89	定向增发机构配售股份	98.72	94.83	43901.84	42172.65	4
002421.SZ	20181223	64239.94	8.99	定向增发机构配售股份	97.82	88.83	62837.3	57062.92	8
002548.SZ	20181223	38084.28	10.57	定向增发机构配售股份	99.78	89.21	38000.22	33976.33	4
600396.SS	20181224	147270.68	20.92	定向增发机构配售股份	100	79.08	147270.68	116464.52	7
600517.SS	20181224	135616.78	8.23	定向增发机构配售股份	90.35	82.12	122531.45	111366.9	7
603508.SS	20181224	16000	59.25	首发原股东限售股份	100	40.75	15999.9	6519.9	1
002542.SZ	20181224	174750	10.9	定向增发机构配售股份	60.52	49.62	105757.22	86707.22	6
300232.SZ	20181224	57512.47	11.02	定向增发机构配售股份	72.36	61.34	41614.99	35276.55	12
600510.SS	20181225	104709.5	24.03	定向增发机构配售股份	100	75.97	104709.5	79552.27	3
600243.SS	20181225	43885	46.03	定向增发机构配售股份	100	53.97	43885	23685	6
600091.SS	20181225	43741.25	23.06	定向增发机构配售股份	100	76.94	43741.25	33652.6	4
000971.SZ	20181225	43094.54	0.32	股权激励限售股份	99.87	99.55	43039.42	42902.22	4
600466.SS	20181225	213610.63	0.27	股权激励限售股份	100	99.73	213610.63	213037.98	6
300390.SZ	20181225	34454.75	5.26	定向增发机构配售股份	88.86	83.6	30616.34	28804.46	2
300420.SZ	20181225	24261.55	11.11	定向增发机构配售股份	99.1	87.99	24042.8	21346.72	3
002421.SZ	20181225	64239.94	0.06	股权激励限售股份	97.87	97.82	62874.6	62837.3	8
300315.SZ	20181225	277087.49	1.72	定向增发机构配售股份	76.24	74.52	211264.81	206496.27	11
002261.SZ	20181225	111191.47	7.91	定向增发机构配售股份	81.52	73.61	90639.84	81847.01	8
300159.SZ	20181225	149036.02	21.06	定向增发机构配售股份	86.98	65.92	129626.81	98240.27	3
002506.SZ	20181228	504640	49.99	定向增发机构配售股份	93.75	43.76	473112.12	220824.12	4
600797.SS	20181228	91404.33	8.11	定向增发机构配售股份	100	91.89	91404.33	83990.36	5
600745.SS	20181228	63726.64	24.16	定向增发机构配售股份	100	75.84	63726.64	48332.04	9
002270.SZ	20181228	50615.94	33.34	定向增发机构配售股份	83.03	49.69	42026.68	25150.38	3
002174.SZ	20181228	86131.5	0.35	定向增发机构配售股份	98.38	98.03	84733.99	84436.21	6
000042.SZ	20181228	66483.11	26.6	定向增发机构配售股份	99.99	73.39	66475.2	48791.74	4
002433.SZ	20181228	77106.46	5.89	定向增发机构配售股份	95.99	90.1	74017.42	69476.1	7
002168.SZ	20181228	78100.48	0.42	股权激励限售股份	100	99.58	78100.48	77772.48	6
600074.SS	20181228	243963.6	0.82	股权激励限售股份	99.45	98.63	242625.24	240632.89	3
000636.SZ	20181229	89523.31	2.21	定向增发机构配售股份	100	97.79	89520.31	87545.09	8
600290.SS	20181229	75990.35	30.66	定向增发机构配售股份	100	69.34	75990.35	52688.37	8
600463.SS	20181229	30000	16	定向增发机构配售股份	100	84	30000	25200	3
600876.SS	20181229	52676.69	2.85	定向增发机构配售股份	52.54	49.69	27676.69	26176.69	2
002555.SZ	20181229	208479.48	5.64	定向增发机构配售股份	51.58	45.94	107543.68	95777.47	3
600366.SS	20181229	55748.69	1.33	定向增发机构配售股份	99.9	98.57	55693.69	54950.5	6
002215.SZ	20181229	92443.5	0.22	股权激励限售股份	75.57	75.35	69855.03	69654.55	17
002027.SZ	20181229	873683.35	52.55	定向增发机构配售股份	98.88	46.33	863920.84	404814.21	5
002196.SZ	20181229	26523.51	20.95	定向增发机构配售股份	89.3	68.35	23685.19	18127.73	4
300366.SZ	20181230	22202.42	6.19	定向增发机构配售股份	99.88	93.69	22175.39	20800.56	5
300129.SZ	20181230	73151.47	6.5	定向增发机构配售股份	68.04	61.54	49769.8	45018.33	6
300048.SZ	20181230	78728.67	1.58	定向增发机构配售股份	93.68	92.1	73753.22	72511.84	8
002327.SZ	20181230	85176.78	0.06	股权激励限售股份	57.12	57.06	48649.22	48599.12	6
002512.SZ	20181230	109538.61	4.07	定向增发机构配售股份	56.05	51.97	61394.77	56932.48	5
300294.SZ	20181230	26738.48	14.95	定向增发机构配售股份	96.34	81.39	25760.11	21761.63	4
000989.SZ	20181231	86935.42	31.28	定向增发机构配售股份	100	68.72	86935.42	59739.64	5
000005.SZ	20181231	105853.68	10.08	定向增发机构配售股份	99.94	89.86	105794.62	95122.25	5
300494.SZ	20181231	24000	50.02	首发原股东限售股份	100	49.98	24000	11994	1
002787.SZ	20181231	14080	62.59	首发原股东限售股份	100	37.41	14080	5267.93	1
300490.SZ	20181231	20000	53.58	首发原股东限售股份	100	46.42	20000	9283.7	1
300491.SZ	20181231	8000	53.31	首发原股东限售股份	100	46.69	8000	3735.08	1
002777.SZ	20181231	8000	62.48	首发原股东限售股份	100	37.52	8000	3002	1
002446.SZ	20181231	44830.02	10.96	定向增发机构配售股份	68.57	57.62	30740.99	25829.07	4
603778.SS	20181231	20000	54.76	首发原股东限售股份	100	45.24	20000	9048.16	1
603299.SS	20181231	55944	50.07	首发原股东限售股份	100	49.93	55944	27930.09	1
000032.SZ	20181231	42225.41	33.82	定向增发机构配售股份	100	66.18	42225.28	27943.59	4
300242.SZ	20181231	31874.05	10.1	定向增发机构配售股份	80.46	70.36	25647.29	22427.85	8
002509.SZ	20181231	155780.79	23.31	定向增发机构配售股份	76.14	52.82	118608.35	82288.17	6
002411.SZ	20181231	153228.39	59.11	定向增发机构配售股份	77.65	18.54	118983.7	28403.05	5
600203.SS	20181231	45644.71	2.2	定向增发机构配售股份	81.11	78.9	37022.01	36015.95	6
300368.SZ	20181231	54394.86	2.4	定向增发机构配售股份	92.71	90.31	50428.93	49123.57	2
002137.SZ	20181231	57653.21	0.66	定向增发机构配售股份	52.97	52.31	30536.87	30156.04	5
600477.SS	20181231	105191.66	8.33	定向增发机构配售股份	99.85	91.52	105032.25	96267.91	7
002714.SZ	20181231	103374.62	6.36	定向增发机构配售股份	99.38	93.02	102732.83	96158.2	3
600057.SS	20181231	117077.94	1.15	定向增发机构配售股份	100	98.85	117077.94	115732.65	7
000671.SZ	20181231	404925.33	18.04	定向增发机构配售股份	98.71	80.67	399700.68	326648.73	7
000793.SZ	20190102	201736.6	0.86	定向增发机构配售股份	99.08	98.22	199870.81	198141.76	9
002098.SZ	20190104	35800	13.41	定向增发机构配售股份	68.98	55.57	24694.5	19894.5	4
002739.SZ	20190104	117429.5	2.9	定向增发机构配售股份	100	97.1	117429.5	114019.04	2
002773.SZ	20190104	67478.41	0.28	股权激励限售股份	100	99.72	67478.41	67286.88	1
002722.SZ	20190104	17546.65	5.74	定向增发机构配售股份	100	94.26	17546.65	16539.89	2
000883.SZ	20190104	650744.95	17.81	定向增发机构配售股份	99.96	82.15	650463.65	534593.67	8
002508.SZ	20190104	73005.68	0.04	股权激励限售股份	98.23	98.19	71713.05	71684.25	5
002680.SZ	20190104	96939.04	34.01	定向增发机构配售股份	87.74	53.73	85056.04	52088.37	3
300345.SZ	20190104	44129.55	9.5	定向增发机构配售股份	73.08	63.57	32248.07	28054.52	3
002592.SZ	20190105	28333.12	12	定向增发机构配售股份	80.14	68.14	22704.87	19305.41	4
600184.SS	20190105	50876.08	17.69	定向增发机构配售股份	100	82.31	50876.08	41876.08	9
002438.SZ	20190105	21957.15	0.63	股权激励限售股份	66.79	66.15	14664.77	14525.57	4
600687.SS	20190105	148871.53	27.55	定向增发机构配售股份	100	72.45	148871.53	107853.94	7
002390.SZ	20190105	170489.58	13.62	定向增发机构配售股份	73.54	59.92	125384.23	102163.98	5
600807.SS	20190105	88463.47	1.27	首发原股东限售股份	99.81	98.55	88299.21	87179.21	9
300325.SZ	20190105	40682.9	0.47	股权激励限售股份	79.68	79.21	32415.24	32223.24	3
300465.SZ	20190105	13494	0.47	股权激励限售股份	100	99.53	13494	13430	2
300348.SZ	20190105	29224	2.34	定向增发机构配售股份	49.18	46.84	14372.57	13688.38	5
002778.SZ	20190106	8910.95	37.67	首发原股东限售股份	100	62.33	8910.95	5553.75	1
603006.SS	20190106	19251.76	0.73	股权激励限售股份	100	99.27	19251.76	19110.64	2
000069.SZ	20190106	820568.14	10.38	定向增发机构配售股份	85.46	75.08	701219.86	616050.99	9
600892.SS	20190106	13986.6	54.87	定向增发机构配售股份	99.84	44.97	13964.04	6289.94	7
002511.SZ	20190106	50552.4	1.34	股权激励限售股份	99.23	97.89	50165.41	49487.13	4
002334.SZ	20190106	74920.71	1.22	股权激励限售股份	72.98	71.76	54678.03	53766.57	7
300009.SZ	20190107	53022.3	2.08	定向增发机构配售股份	68.47	66.39	36304.97	35201.66	11
300138.SZ	20190107	26211.03	16.94	定向增发机构配售股份	82.59	65.65	21647.18	17207.18	5
600525.SS	20190107	131801.82	0.58	股权激励限售股份	89.84	89.26	118410.4	117641.44	10
300065.SZ	20190108	24156.06	12.86	定向增发机构配售股份	87.93	75.08	21241.46	18135.98	7
000415.SZ	20190108	618452.13	42.62	定向增发机构配售股份	100	57.38	618440.06	354848.62	7
002196.SZ	20190108	26523.51	0.99	股权激励限售股份	90.29	89.3	23946.88	23685.19	4
300116.SZ	20190109	50023.76	4.46	定向增发机构配售股份	78.49	74.03	39262.07	37031.84	9
002289.SZ	20190110	18683.58	3.69	定向增发机构配售股份	92.32	88.63	17249.36	16559.16	8
600869.SS	20190111	221935.27	0.7	定向增发机构配售股份	97.45	96.75	216275.64	214732.11	6
300287.SZ	20190111	143527.38	1.39	定向增发机构配售股份	74.7	73.31	107221.11	105226.92	8
002512.SZ	20190111	109538.61	8.66	定向增发机构配售股份	64.71	56.05	70884.31	61394.77	5
002555.SZ	20190112	208479.48	15.86	定向增发机构配售股份	67.44	51.58	140601.53	107543.68	3
002249.SZ	20190113	236540.99	0.04	股权激励限售股份	69.11	69.07	163464.53	163380.02	6
001979.SZ	20190114	790409.27	6.35	定向增发机构配售股份	30.39	24.03	240174.11	189944.6	1
002135.SZ	20190114	85453.22	12.4	定向增发机构配售股份	90.94	78.55	77712.67	67119.45	5
600483.SS	20190114	155182.56	18.91	定向增发机构配售股份	100	81.09	155182.56	125834.73	4
600741.SS	20190114	315272.4	9.08	定向增发机构配售股份	100	90.92	315272.4	286650.91	6
600458.SS	20190114	80279.82	17.61	定向增发机构配售股份	100	82.39	80279.82	66142.21	8
600096.SS	20190114	132137.91	15.08	定向增发机构配售股份	100	84.92	132137.91	112213	8
002249.SZ	20190114	236540.99	0.17	股权激励限售股份	69.28	69.11	163877.21	163464.53	6
300072.SZ	20190114	119295.3	0.69	股权激励限售股份	92.22	91.53	110013.29	109188.57	5
300468.SZ	20190115	10392.15	1.51	股权激励限售股份	91.24	89.73	9481.46	9324.6	2
300296.SZ	20190115	76125.39	2.95	定向增发机构配售股份	66.32	63.37	50484.18	48238.49	8
000540.SZ	20190115	468956.6	6.49	定向增发机构配售股份	99.27	92.78	465519.51	435093.54	6
300143.SZ	20190115	23393.85	36.99	定向增发机构配售股份	82.32	45.32	19256.9	10603.05	6
300006.SZ	20190117	81224.12	10.56	定向增发机构配售股份	86.21	75.65	70022.82	61444.45	8
300188.SZ	20190118	48725.44	4.71	定向增发机构配售股份	66.36	61.65	32332.8	30039.9	5
600716.SS	20190118	93606.06	2.76	定向增发机构配售股份	100	97.24	93606.06	91022.08	4
600728.SS	20190118	152957.43	14.41	定向增发机构配售股份	100	85.59	152957.43	130923.53	7
300129.SZ	20190118	73151.47	4.92	定向增发机构配售股份	72.96	68.04	53369.8	49769.8	6
002441.SZ	20190118	54414	0.01	股权激励限售股份	72.29	72.29	39338.57	39335.21	4
002270.SZ	20190119	50615.94	7.16	定向增发机构配售股份	90.19	83.03	45649.87	42026.68	3
000766.SZ	20190119	96649.47	15.75	定向增发机构配售股份	75.09	59.34	72569.58	57348.88	3
300362.SZ	20190119	42561.69	26.05	定向增发机构配售股份	99.7	73.65	42432.89	31344.72	4
002127.SZ	20190120	153825.95	32.96	定向增发机构配售股份	100	67.03	153824.86	103116.83	7
002125.SZ	20190120	21600	25.07	定向增发机构配售股份	100	74.93	21600	16184.4	7
601998.SS	20190120	4893479.66	4.39	定向增发机构配售股份	69.59	65.2	3405263.36	3190516.41	7
600055.SS	20190120	38629.73	10.35	定向增发机构配售股份	100	89.65	38629.73	34632	4
002137.SZ	20190120	57653.21	11.62	定向增发机构配售股份	64.58	52.97	37234.54	30536.87	5
300090.SZ	20190121	131995.29	19.77	定向增发机构配售股份	78.35	58.58	103424.75	77328.36	7
002321.SZ	20190121	53429.11	20.31	定向增发机构配售股份	99.56	79.26	53195.02	42345.91	5
600580.SS	20190121	128889.96	13.84	定向增发机构配售股份	67.2	53.36	86610.11	68772.88	10
300360.SZ	20190121	36267.75	12.88	首发原股东限售股份	99.45	86.57	36068.37	31397.37	4
300358.SZ	20190121	44637.44	49.66	首发原股东限售股份	91.25	41.59	40731.67	18566.06	4
600358.SS	20190122	50493.67	14.44	定向增发机构配售股份	100	85.56	50493.67	43200	5
