代码	公告日期	违规类型	处罚对象	关系	处分类型	处理人	处罚金额(万元)	相关法规	是否发债	证监会行业(2012)	东财行业
v0	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11
sid	date	d	d	d	d	d	c	d	d	d	d
600490.SS	20040106	涉嫌违反证券法律法规	上海中科合臣股份有限公司	公司本身	立案调查	中国证券监督管理委员会宁波特派办			否	制造业	铜
600139.SS	20040106	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	是	采矿业	铜
000880.SZ	20040113	涉嫌违反证券法律法规	潍柴重机股份有限公司	公司本身	立案调查	中国证监会济南稽查局			否	制造业	内燃机
600137.SS	20040121	未及时披露公司重大事项	刘祥兵	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	张辛	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	陈瑜	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	冉小龙	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	强巴	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	张国志	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	汤建海	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	周兵	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	张学锋	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	邓宪	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	杨天敏	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	严波	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	范池木	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	服装
600137.SS	20040121	未及时披露公司重大事项	刘邦文	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	服装
000880.SZ	20040130	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	制造业	内燃机
600751.SS	20040218	未按时披露定期报告			公开处罚	中国证券监督管理委员会	10	《上海证券交易所股票上市规则》	是	交通运输、仓储和邮政业	航运
000931.SZ	20040302	涉嫌违反证券法律法规	北京中关村科技发展(控股)股份有限公司	公司本身	立案调查	中国证监会北京监管局		《证券法》	否	综合	房地产
600844.SS	20040309	未按时披露定期报告			公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	制造业	其他化学制品
600862.SS	20040421	涉嫌违反证券法律法规	南通科技投资集团股份有限公司	公司本身	立案调查	中国证监会上海稽查局		《中华人民共和国行政处罚法》	否	房地产业	航空
000892.SZ	20040427	信息披露虚假或严重误导性陈述	覃辉	公司高管	公开处罚	中国证券监督管理委员会	12	《股票发行与交易管理暂行条例》	否	信息传输、软件和信息技术服务业	综合
600551.SS	20040429	涉嫌违反证券法律法规	时代出版传媒股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	文化、体育和娱乐业	出版发行
600839.SS	20040430	未按时披露定期报告	黄东进	公司高管	公开处罚	中国证券监督管理委员会	3	《股票发行与交易管理暂行条例》	是	制造业	视听器材
600239.SS	20040510	未按时披露定期报告			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	是	房地产业	房地产
600615.SS	20040510	未按时披露定期报告			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	制造业	金属制品
000683.SZ	20040515	未按时披露定期报告			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	制造业	纯碱
600847.SS	20040519	未及时披露公司重大事项	杨扶中	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	电池
600551.SS	20040519	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	文化、体育和娱乐业	出版发行
600847.SS	20040519	未及时披露公司重大事项	渝万里	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	电池
600847.SS	20040519	未及时披露公司重大事项	杨莉珊	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	电池
600847.SS	20040519	未及时披露公司重大事项	罗钊明	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	电池
000635.SZ	20040525	信息披露虚假或严重误导性陈述	董海涛	公司高管	公开处罚	中国证券监督管理委员会	3	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	否	制造业	氯碱
000635.SZ	20040525	信息披露虚假或严重误导性陈述	石金林	公司高管	公开处罚	中国证券监督管理委员会	3	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	否	制造业	氯碱
000635.SZ	20040525	信息披露虚假或严重误导性陈述	韩华荣	公司高管	公开处罚	中国证券监督管理委员会	3	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	否	制造业	氯碱
000635.SZ	20040525	信息披露虚假或严重误导性陈述	曹桂荣	公司高管	公开处罚	中国证券监督管理委员会	10	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	否	制造业	氯碱
000635.SZ	20040525	信息披露虚假或严重误导性陈述	张玉秋	公司高管	公开处罚	中国证券监督管理委员会	3	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	否	制造业	氯碱
000635.SZ	20040525	信息披露虚假或严重误导性陈述	石进儒	公司高管	公开处罚	中国证券监督管理委员会	30	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	否	制造业	氯碱
600239.SS	20040601	涉嫌违反证券法律法规	云南城投置业股份有限公司	公司本身	立案调查	中国证监会云南监管局		《中华人民共和国证券法》	是	房地产业	房地产
600615.SS	20040605	涉嫌违反证券法律法规	上海丰华(集团)股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《证券法》	否	制造业	金属制品
600153.SS	20040607	未依法履行其他职责	向小云	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	批发和零售业	物流
600090.SS	20040609	未及时披露公司重大事项	单奇	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	啤酒
600090.SS	20040609	未及时披露公司重大事项	成挚	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	啤酒
600090.SS	20040609	未及时披露公司重大事项	张丹	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	啤酒
600090.SS	20040609	未及时披露公司重大事项	舒群	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	啤酒
600090.SS	20040609	未及时披露公司重大事项	姚荣江	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	啤酒
600090.SS	20040609	未及时披露公司重大事项	艾克拉木.艾沙由夫	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》,《中华人民共和国公司法》	否	制造业	啤酒
000656.SZ	20040612	涉嫌违反证券法律法规	金科地产集团股份有限公司	公司本身	立案调查	中国证券监督管理委员会重庆证监局			是	房地产业	房地产
600735.SS	20040615	信息披露虚假或严重误导性陈述			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《关于对存在股票终止上市风险的公司加强风险警示等有关问题的通知》	否	制造业	贸易
600816.SS	20040616	业绩预测结果不准确或不及时			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	否	金融业	信托
000035.SZ	20040617	未按时披露定期报告	董志刚	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	水利、环境和公共设施管理业	环保
000035.SZ	20040617	信息披露虚假或严重误导性陈述	郝建学	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	水利、环境和公共设施管理业	环保
000409.SZ	20040619	涉嫌违反证券法律法规	泰复实业股份有限公司	公司本身	立案调查	中国证监会深圳稽查局			是	综合	铁矿石
000691.SZ	20040621	业绩预测结果不准确或不及时			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《关于做好上市公司2003年第三季度报告工作的通知》	否	房地产业	房地产
600737.SS	20040624	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	是	制造业	农产品加工
000708.SZ	20040624	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	特钢
000877.SZ	20040624	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《董事声明及承诺书》	是	制造业	水泥
000995.SZ	20040624	业绩预测结果不准确或不及时			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《关于做好上市公司2003年第三季度报告工作的通知》	否	制造业	白酒
600681.SS	20040628	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	建筑业	燃气
600784.SS	20040629	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	梁婧	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	普钢
600784.SS	20040629	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	任维功	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	普钢
600784.SS	20040629	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	刘歧鸣	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	综合	普钢
600784.SS	20040629	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	刘世合	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	普钢
600784.SS	20040629	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	莫森	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	综合	普钢
600784.SS	20040629	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李春林	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	综合	普钢
000736.SZ	20040708	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《董事(监事)声明与承诺》	是	房地产业	房地产
000409.SZ	20040708	涉嫌违反证券法律法规	泰复实业股份有限公司	公司本身	立案调查	中国证监会深圳稽查局			是	综合	铁矿石
000037.SZ	20040712	未及时披露公司重大事项	仲澄溧	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	电力、热力、燃气及水生产和供应业	火电
000037.SZ	20040712	未及时披露公司重大事项	李立	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	电力、热力、燃气及水生产和供应业	火电
000037.SZ	20040712	未及时披露公司重大事项	崔继纯	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	电力、热力、燃气及水生产和供应业	火电
000037.SZ	20040712	未及时披露公司重大事项	王建彬	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	电力、热力、燃气及水生产和供应业	火电
000037.SZ	20040712	未及时披露公司重大事项	傅博	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	电力、热力、燃气及水生产和供应业	火电
000037.SZ	20040712	未及时披露公司重大事项	简基遥	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	电力、热力、燃气及水生产和供应业	火电
000037.SZ	20040712	未及时披露公司重大事项	劳德容	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	电力、热力、燃气及水生产和供应业	火电
000037.SZ	20040712	未及时披露公司重大事项	黄德晨	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	电力、热力、燃气及水生产和供应业	火电
002002.SZ	20040712	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	塑料制品
000037.SZ	20040712	未及时披露公司重大事项	刘爱群	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	电力、热力、燃气及水生产和供应业	火电
000037.SZ	20040712	未及时披露公司重大事项	于春玲	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	电力、热力、燃气及水生产和供应业	火电
000037.SZ	20040712	未及时披露公司重大事项	张仁一	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	电力、热力、燃气及水生产和供应业	火电
002002.SZ	20040716	涉嫌违反证券法律法规	江苏金材科技股份有限公司	公司本身	立案调查	中国证券监督管理委员会江苏监管局			否	制造业	塑料制品
600299.SS	20040717	涉嫌违反证券法律法规	蓝星化工新材料股份有限公司	公司本身	立案调查	中华人民共和国商务部			否	制造业	生物医药
600887.SS	20040722	涉嫌违反证券法律法规	内蒙古伊利实业集团股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	制造业	乳制品
000633.SZ	20040723	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《董事声明及承诺书》	否	制造业	铜
600555.SS	20040723	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	房地产业	房地产
000038.SZ	20040723	涉嫌违反证券法律法规	深圳大通实业股份有限公司	公司本身	立案调查	中国证券监督管理委员会深圳稽查局			否	房地产业	房地产
000799.SZ	20040727	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	向选华	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	白酒
600862.SS	20040727	信息披露虚假或严重误导性陈述	陈庆华	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	航空
000799.SZ	20040727	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	彭善文	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	白酒
600862.SS	20040727	信息披露虚假或严重误导性陈述	罗建	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	房地产业	航空
600069.SS	20040727	信息披露虚假或严重误导性陈述	王俊峰	公司高管	公开处罚	中国证券监督管理委员会	0	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	是	制造业	造纸
000799.SZ	20040727	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	刘虹	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	白酒
600069.SS	20040727	信息披露虚假或严重误导性陈述	颜秀英	公司高管	公开处罚	中国证券监督管理委员会	5	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	是	制造业	造纸
000799.SZ	20040727	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	付光明	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	白酒
000799.SZ	20040727	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	宋清宏	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	白酒
000799.SZ	20040727	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	曹宏杰	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	白酒
600313.SS	20040727	未及时披露公司重大事项	李伟斌	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	农、林、牧、渔业	农产品加工
600313.SS	20040727	未及时披露公司重大事项	黄金钅监	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	农、林、牧、渔业	农产品加工
600862.SS	20040727	信息披露虚假或严重误导性陈述	孙金林	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	房地产业	航空
600313.SS	20040727	未及时披露公司重大事项	梁宝忠	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	农、林、牧、渔业	农产品加工
000622.SZ	20040727	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《董事声明及承诺书》	否	制造业	汽车零部件
000799.SZ	20040727	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	杨建军	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	白酒
600069.SS	20040727	信息披露虚假或严重误导性陈述	王也难	公司高管	公开处罚	中国证券监督管理委员会	5	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	是	制造业	造纸
600862.SS	20040727	信息披露虚假或严重误导性陈述	张宗平	公司高管	公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	房地产业	航空
600313.SS	20040727	未及时披露公司重大事项	顾学明	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	农、林、牧、渔业	农产品加工
600069.SS	20040727	信息披露虚假或严重误导性陈述	赵磊	公司高管	公开处罚	中国证券监督管理委员会	0	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	是	制造业	造纸
600862.SS	20040727	信息披露虚假或严重误导性陈述	赵海泉	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	航空
600862.SS	20040727	信息披露虚假或严重误导性陈述	于新华	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	航空
600862.SS	20040727	信息披露虚假或严重误导性陈述	庄秀文	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	否	房地产业	航空
600069.SS	20040727	信息披露虚假或严重误导性陈述	王长河	公司高管	公开处罚	中国证券监督管理委员会	0	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	是	制造业	造纸
600069.SS	20040727	信息披露虚假或严重误导性陈述	周正国	公司高管	公开处罚	中国证券监督管理委员会	0	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	是	制造业	造纸
600069.SS	20040727	信息披露虚假或严重误导性陈述	韩国忠	公司高管	公开处罚	中国证券监督管理委员会	10	《股票发行与交易管理暂行条例》,《中华人民共和证券法》	是	制造业	造纸
600862.SS	20040727	信息披露虚假或严重误导性陈述	杜晓庆	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	房地产业	航空
600069.SS	20040727	信息披露虚假或严重误导性陈述	张松枝	公司高管	公开处罚	中国证券监督管理委员会	0	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	是	制造业	造纸
600862.SS	20040727	信息披露虚假或严重误导性陈述	丁玉粹	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	房地产业	航空
600862.SS	20040727	信息披露虚假或严重误导性陈述	钱汉清	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	房地产业	航空
600862.SS	20040727	信息披露虚假或严重误导性陈述	宋小冬	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	航空
600862.SS	20040727	信息披露虚假或严重误导性陈述	徐鲁萍	公司高管	公开处罚	中国证券监督管理委员会	25	《中华人民共和国证券法》	否	房地产业	航空
600862.SS	20040727	信息披露虚假或严重误导性陈述	孙建国	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	房地产业	航空
600069.SS	20040727	信息披露虚假或严重误导性陈述	李兴中	公司高管	公开处罚	中国证券监督管理委员会	0	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	是	制造业	造纸
600862.SS	20040727	信息披露虚假或严重误导性陈述	汤春平	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	房地产业	航空
600862.SS	20040727	信息披露虚假或严重误导性陈述	沈培熊	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	房地产业	航空
000799.SZ	20040727	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	杨波	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	白酒
000799.SZ	20040727	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	樊耀传	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	白酒
600371.SS	20040730	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	农、林、牧、渔业	种子
601018.SS	20040802	涉嫌违法	宁波国际银行	公司控股参股公司	处罚决定	中国银行业监督管理委员会			是	交通运输、仓储和邮政业	港口
600069.SS	20040805	信息披露虚假或严重误导性陈述	周文普	公司高管	公开处罚	中国证券监督管理委员会	0	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	是	制造业	造纸
600069.SS	20040805	信息披露虚假或严重误导性陈述	张帆	公司高管	公开处罚	中国证券监督管理委员会	0	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	是	制造业	造纸
600069.SS	20040805	信息披露虚假或严重误导性陈述	周家银	公司高管	公开处罚	中国证券监督管理委员会	0	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	是	制造业	造纸
600069.SS	20040805	信息披露虚假或严重误导性陈述	程志伟	公司高管	公开处罚	中国证券监督管理委员会	0	《股票发行与交易管理暂行条例》,《中华人民共和国证券法》	是	制造业	造纸
000928.SZ	20040818	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《董事声明及承诺书》	否	建筑业	专业工程
000799.SZ	20040819	未及时披露公司重大事项,未依法履行其他职责			公开处罚	中国证券监督管理委员会	40	《中华人民共和国证券法》	否	制造业	白酒
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	敬伟	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	李再生	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	刘广明	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	张兴龙	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	贾巍	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	刘承运	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	王燕威	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	胡智勇	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	李源和	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	李锋	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	俞丽华	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	范文森	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	何新民	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	李渊浩	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	刘顺成	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	李舒山	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040902	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	王平	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	水泥
000156.SZ	20040907	涉嫌违反证券法律法规	湖南嘉瑞新材料集团股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	文化、体育和娱乐业	广播与电视
600378.SS	20040909	涉嫌违反证券法律法规	四川天一科技股份有限公司	公司本身	立案调查	中国证券监督管理委员会成都稽查局			否	制造业	其他化学制品
600234.SS	20040915	涉嫌违反证券法律法规	太原天龙集团股份有限公司	公司本身	立案调查	中国证监会山西监管局			否	制造业	综合
600234.SS	20040915	未按时披露定期报告,未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	制造业	综合
000670.SZ	20040920	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	程浩	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	半导体材料
000670.SZ	20040920	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	肖思泽	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	半导体材料
000672.SZ	20040920	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	任民	公司高管	公开处罚	中国证券监督管理委员会	50	《中华人民共和国证券法》	否	制造业	水泥
000672.SZ	20040920	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	严立虎	公司高管	公开处罚	中国证券监督管理委员会	50	《中华人民共和国证券法》	否	制造业	水泥
000670.SZ	20040920	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	龚家龙	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	否	制造业	半导体材料
000670.SZ	20040920	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	刘一建	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	半导体材料
000670.SZ	20040920	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	陈蜀葵	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	半导体材料
000670.SZ	20040920	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李忠	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	半导体材料
000670.SZ	20040920	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	田文杰	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	半导体材料
