代码	公告日期	违规类型	处罚对象	关系	处分类型	处理人	处罚金额(万元)	相关法规	是否发债	证监会行业(2012)	东财行业
v0	v1	v2	v3	v4	v5	v6	v7	v8	v9	v10	v11
sid	date	d	d	d	d	d	c	d	d	d	d
600637.SS	20061230	未依法履行其他职责			公开处罚	国家外汇管理局上海市分局	360	《中华人民共和国行政处罚法》,《出口收汇核销管理办法》	是	信息传输、软件和信息技术服务业	广播与电视
000982.SZ	20070106	涉嫌违反证券法律法规	宁夏中银绒业股份有限公司	公司本身	立案调查	中国证监会宁夏稽查局			否	制造业	其他纺织
600800.SS	20070109	未按时披露定期报告	徐杰	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	电子设备制造
600800.SS	20070109	未按时披露定期报告	刘继忠	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	电子设备制造
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	彭建刚	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	段军	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	肖宗海	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
600800.SS	20070109	未按时披露定期报告	尹宏海	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	电子设备制造
000413.SZ	20070109	未按时披露定期报告			公开批评	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	制造业	显示器件
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	王晓勤	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
600800.SS	20070109	未按时披露定期报告	郭春立	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	电子设备制造
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	肖贤辉	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	李健	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	于立群	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	邹奕红	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	彭隆	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	刘金水	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
600800.SS	20070109	未按时披露定期报告	张彦兵	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	电子设备制造
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	廖正品	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	曾宏志	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
000156.SZ	20070109	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	万新红	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
600800.SS	20070109	未按时披露定期报告	姜肃敌	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	电子设备制造
000413.SZ	20070109	涉嫌违反证券法律法规	石家庄宝石电子玻璃股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《证券法》	是	制造业	显示器件
600800.SS	20070109	未按时披露定期报告	郝连玖	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	电子设备制造
600800.SS	20070109	未按时披露定期报告	罗平	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	电子设备制造
600155.SS	20070110	未按时披露定期报告			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	否	制造业	塑料制品
600737.SS	20070112	涉嫌违反证券法律法规	中粮屯河股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《中华人民共和国证券法》	是	制造业	农产品加工
000688.SZ	20070115	未按时披露定期报告	陈昌志	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	采矿业	铅锌
000688.SZ	20070115	未按时披露定期报告	赵晓轮	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	采矿业	铅锌
600728.SS	20070117	涉嫌违反证券法律法规	佳都新太科技股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
600844.SS	20070119	涉嫌违反证券法律法规	丹化化工科技股份有限公司	公司本身	立案调查	中国证券监督管理委员会上海稽查局			否	制造业	其他化学制品
600757.SS	20070201	信息披露虚假或严重误导性陈述			公开处罚	中华人民共和国财政部	10	《中华人民共和国会计法》	否	文化、体育和娱乐业	出版发行
000863.SZ	20070201	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	是	房地产业	房地产
000788.SZ	20070202	涉嫌违反证券法律法规	北大国际医院集团西南合成制药股份有限公司	公司本身	立案调查	国家商务部			否	制造业	化学原料药
000156.SZ	20070203	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	40	《中华人民共和国证券法》	否	文化、体育和娱乐业	广播与电视
600094.SS	20070203	信息披露虚假或严重误导性陈述			公开处罚	中华人民共和国财政部	3	《中华人民共和国会计法》,《企业会计制度》	是	房地产业	房地产
000688.SZ	20070207	未按时披露定期报告			公开批评	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	采矿业	铅锌
000707.SZ	20070210	未及时披露公司重大事项			公开批评	深圳证券交易所	0	《深圳证券交易所股票上市规则》	是	制造业	纯碱
600249.SS	20070214	涉嫌违反证券法律法规	柳州两面针股份有限公司	公司本身	立案调查	中国证券监督管理委员会			是	制造业	日用化学品
600381.SS	20070215	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	否	制造业	中药生产
600272.SS	20070306	未按时披露定期报告	江玉森	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	批发和零售业	服装
600272.SS	20070306	未按时披露定期报告	黄佳康	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	批发和零售业	服装
600272.SS	20070306	未按时披露定期报告	陈重远	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	批发和零售业	服装
600272.SS	20070306	未按时披露定期报告	熊克力	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	批发和零售业	服装
000603.SZ	20070307	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》,《中华人民共和国行政处罚法》	否	采矿业	铅锌
000780.SZ	20070310	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	采矿业	煤炭开采洗选
000691.SZ	20070310	涉嫌违反证券法律法规	海南亚太实业发展股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	房地产业	房地产
000691.SZ	20070314	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	房地产业	房地产
000993.SZ	20070315	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	是	电力、热力、燃气及水生产和供应业	水电
000812.SZ	20070316	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《上市公司股东大会规则》	否	制造业	包装印刷
600703.SS	20070320	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	否	制造业	光电子器件
600381.SS	20070322	涉嫌违反证券法律法规	青海贤成矿业股份有限公司	公司本身	立案调查	青海省证监局		《中华人民共和国证券法》	否	制造业	中药生产
600272.SS	20070327	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	批发和零售业	服装
600759.SS	20070403	涉嫌违反证券法律法规	海南正和实业集团股份有限公司	公司本身	立案调查	海南省海口市公安局		《股票上市规则》,《证券法》,《公司法》	是	采矿业	石油天然气开采
600477.SS	20070405	涉嫌违反证券法律法规	浙江杭萧钢构股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《中华人民共和国证券法》	是	建筑业	钢结构
000592.SZ	20070410	未按时披露定期报告	陈克根	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
000592.SZ	20070410	未按时披露定期报告	王小宁	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
000592.SZ	20070410	未按时披露定期报告	邹薇	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
000592.SZ	20070410	未按时披露定期报告	丁金标	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
600311.SS	20070410	涉嫌违反证券法律法规	甘肃荣华实业（集团）股份有限公司	公司本身	立案调查	中国证券监督管理委员会甘肃监管局			否	采矿业	黄金
000592.SZ	20070410	未按时披露定期报告	史荣贵	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
000592.SZ	20070410	未按时披露定期报告	陈恭健	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
000592.SZ	20070410	未按时披露定期报告	何尔涛	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
600869.SS	20070413	涉嫌违反证券法律法规	三普药业股份有限公司	公司本身	立案调查	中国证券监督管理委员会		《中华人民共和国证券法》	是	制造业	电线电缆
600869.SS	20070413	未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《董事(监事)声明与承诺》	是	制造业	电线电缆
000732.SZ	20070418	未按时披露定期报告	傅德正	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
000732.SZ	20070418	未按时披露定期报告	胡曙	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
000732.SZ	20070418	未按时披露定期报告	刘永和	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
600378.SS	20070418	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	冯孝庭	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	其他化学制品
600378.SS	20070418	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	曹永红	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他化学制品
600378.SS	20070418	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	敬宏	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	其他化学制品
000732.SZ	20070418	未按时披露定期报告	李仁军	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
000732.SZ	20070418	未按时披露定期报告	萧志东	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
600378.SS	20070418	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	崔基道	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他化学制品
000732.SZ	20070418	未按时披露定期报告	骞国政	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
000732.SZ	20070418	未按时披露定期报告	季年谊	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	房地产业	房地产
600378.SS	20070418	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	叶明星	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他化学制品
000732.SZ	20070418	未按时披露定期报告	张效公	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
600378.SS	20070418	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	古共伟	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	其他化学制品
600728.SS	20070419	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	40	《中华人民共和国证券法》	否	信息传输、软件和信息技术服务业	增值服务
000596.SZ	20070420	涉嫌违反证券法律法规	安徽古井贡酒股份有限公司	公司本身	立案调查				否	制造业	白酒
600225.SS	20070420	涉嫌违反证券法律法规	天津松江股份有限公司	公司本身	立案调查	中国证券监督委员会		《中华人民共和国证券法》	否	房地产业	房地产
000971.SZ	20070421	涉嫌违反证券法律法规	湖北迈亚股份有限公司	公司本身	立案调查	中国证监会武汉稽查局		《中国人民共和国证券法》	否	信息传输、软件和信息技术服务业	其他软件服务
000925.SZ	20070424	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	沈益军	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	20070424	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	吴勇	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	20070424	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	萧志东	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	20070424	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	丁振海	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	20070424	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	卞正刚	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	20070424	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	赖慧芳	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	20070424	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	薛卫国	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	20070424	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	邓鸿飞	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	20070424	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	沈锦林	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000925.SZ	20070424	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	纪鸿	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
002015.SZ	20070427	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	涤纶
000877.SZ	20070428	未依法履行其他职责	陈建良	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	制造业	水泥
600477.SS	20070430	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	单银木	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	建筑业	钢结构
600477.SS	20070430	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	周金法	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	是	建筑业	钢结构
600477.SS	20070430	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	陆拥军	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	建筑业	钢结构
600671.SS	20070430	涉嫌违反证券法律法规	杭州天目山药业股份有限公司	公司本身	立案调查	中国证券监督管理委员会			否	制造业	中药生产
600477.SS	20070430	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	罗高峰	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	建筑业	钢结构
600477.SS	20070430	未及时披露公司重大事项,信息披露虚假或严重误导性陈述	潘金水	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	建筑业	钢结构
000925.SZ	20070510	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	40	《中华人民共和国证券法》	是	制造业	铁路专用设备及器材
000592.SZ	20070510	未按时披露定期报告			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	是	农、林、牧、渔业	林业种植
600198.SS	20070511	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》,《关于做好上市公司2006年年度报告工作的通知》	是	制造业	通信传输设备
600477.SS	20070514	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	40	《公开发行证券的公司信息披露内容与格式准则》,《中华人民共和国证券法》	是	建筑业	钢结构
000732.SZ	20070515	未按时披露定期报告			公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
600180.SS	20070515	涉嫌违反证券法律法规	山东九发食用菌股份有限公司	公司本身	立案调查	中国证监会济南稽查局			是	批发和零售业	物流
000582.SZ	20070515	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	交通运输、仓储和邮政业	港口
000732.SZ	20070517	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	是	房地产业	房地产
600599.SS	20070518	涉嫌违反证券法律法规	熊猫烟花集团股份有限公司	公司本身	立案调查	中国证券监督管理委员会湖南监管局			否	制造业	其他化学制品
000732.SZ	20070518	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	房地产业	房地产
600519.SS	20070521	涉嫌违反证券法律法规	贵州茅台酒股份有限公司	公司本身	立案调查	贵州省人民政府国有资产监督管理委员			否	制造业	白酒
600378.SS	20070522	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	制造业	其他化学制品
000587.SZ	20070522	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》,《深圳证券交易所上市公司信息披露工作指引第2号--股东和实际控制人信息披露》	否	制造业	珠宝首饰
000877.SZ	20070524	未依法履行其他职责			公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	是	制造业	水泥
000796.SZ	20070524	涉嫌违反证券法律法规	易食集团股份有限公司	公司本身	立案调查	陕西省宝鸡市人民检察院			否	租赁和商务服务业	食品综合
000529.SZ	20070525	信息披露虚假或严重误导性陈述	吴继忠	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	20070525	信息披露虚假或严重误导性陈述	林树明	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	20070525	信息披露虚假或严重误导性陈述	何建强	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	20070525	信息披露虚假或严重误导性陈述	董光元	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	20070525	信息披露虚假或严重误导性陈述	冯国良	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	否	制造业	综合
600466.SS	20070525	涉嫌违反证券法律法规	四川迪康科技药业股份有限公司	公司本身	立案调查	中国证监会成都稽查局		《证券法》	是	房地产业	房地产
000529.SZ	20070525	信息披露虚假或严重误导性陈述	孟家光	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	20070525	信息披露虚假或严重误导性陈述	李连华	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	20070525	信息披露虚假或严重误导性陈述	郭伟	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	20070525	信息披露虚假或严重误导性陈述	林穗生	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	制造业	综合
000529.SZ	20070525	信息披露虚假或严重误导性陈述	吕陆洋	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	制造业	综合
000430.SZ	20070613	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	李旭	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000776.SZ	20070613	未及时披露公司重大事项	张洪军	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	是	金融业	证券
000430.SZ	20070613	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	胡尼勇	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000623.SZ	20070613	未及时披露公司重大事项	李秀林	公司高管	公开处罚	中国证券监督管理委员会	20	《中华人民共和国证券法》	否	制造业	中药生产
000430.SZ	20070613	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	夏育林	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	20070613	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	于立群	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	20070613	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	卜炎贵	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	20070613	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	周芳坤	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	20070613	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	段军	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000776.SZ	20070613	未及时披露公司重大事项	郭仁堂	公司高管	公开处罚	中国证券监督管理委员会	10	《中华人民共和国证券法》	是	金融业	证券
000430.SZ	20070613	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	侯军	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	20070613	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	朱为	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	20070613	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	李巨龙	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	20070613	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	周卫国	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000430.SZ	20070613	信息披露虚假或严重误导性陈述,未及时披露公司重大事项	赵邵安	公司高管	公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
000603.SZ	20070618	未及时披露公司重大事项	高举	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	20070618	未及时披露公司重大事项	杨志强	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	20070618	未及时披露公司重大事项	徐静村	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	20070618	未及时披露公司重大事项	王炳燃	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	20070618	未及时披露公司重大事项	姜洪涛	公司高管	公开处罚	中国证券监督管理委员会	4	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	20070618	未及时披露公司重大事项	张世田	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	20070618	未及时披露公司重大事项	杨少鑫	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	20070618	未及时披露公司重大事项	魏兴毅	公司高管	公开处罚	中国证券监督管理委员会	5	《中华人民共和国证券法》	否	采矿业	铅锌
000603.SZ	20070618	未及时披露公司重大事项	姚清泉	公司高管	公开处罚	中国证券监督管理委员会	3	《中华人民共和国证券法》	否	采矿业	铅锌
000776.SZ	20070621	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	50	《中华人民共和国证券法》	是	金融业	证券
000623.SZ	20070621	未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	制造业	中药生产
600734.SS	20070621	未依法履行其他职责			公开处罚	国家外汇管理局福建省分局	1328	《外国投资者并购境内企业暂行规定》,《中华人民共和国外汇管理条例》	否	批发和零售业	通信传输设备
000529.SZ	20070622	信息披露虚假或严重误导性陈述			公开处罚	中国证券监督管理委员会	30	《中华人民共和国证券法》	否	制造业	综合
000681.SZ	20070623	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	文化、体育和娱乐业	影视娱乐
000518.SZ	20070623	未及时披露公司重大事项			公开谴责	深圳证券交易所	0	《深圳证券交易所股票上市规则》	否	制造业	生物医药
600378.SS	20070625	未及时披露公司重大事项,信息披露虚假或严重误导性陈述			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	否	制造业	其他化学制品
600466.SS	20070625	未依法履行其他职责,未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	是	房地产业	房地产
000681.SZ	20070629	涉嫌违反证券法律法规	远东实业股份有限公司	公司本身	立案调查	中国证券监督管理委员会江苏监管局		《中华人民共和国证券法》	否	文化、体育和娱乐业	影视娱乐
000430.SZ	20070702	信息披露虚假或严重误导性陈述,未及时披露公司重大事项			公开处罚	中国证券监督管理委员会	0	《中华人民共和国证券法》	否	水利、环境和公共设施管理业	景区
600180.SS	20070705	业绩预测结果不准确或不及时,未及时披露公司重大事项			公开谴责	上海证券交易所	0	《上海证券交易所股票上市规则》	是	批发和零售业	物流
